,source_target,source,sourceID,target,targetID,movies,moviesID,connections_y
192,Abhijit Chatterjee Koushik Chatterjee,Abhijit Chatterjee,nm0154107,Koushik Chatterjee,nm3611023,Heerak Rajar Deshe,tt0080856,1
193,Abhijit Chatterjee Koushik Ghosh,Abhijit Chatterjee,nm0154107,Koushik Ghosh,nm5588638,Heerak Rajar Deshe,tt0080856,1
194,Abhijit Chatterjee Krishnapada Saha,Abhijit Chatterjee,nm0154107,Krishnapada Saha,nm5588750,Heerak Rajar Deshe,tt0080856,1
195,Abhijit Chatterjee Kumardeb Dutta,Abhijit Chatterjee,nm0154107,Kumardeb Dutta,nm5588641,Heerak Rajar Deshe,tt0080856,1
196,Abhijit Chatterjee Manas Mukherjee,Abhijit Chatterjee,nm0154107,Manas Mukherjee,nm5588802,Heerak Rajar Deshe,tt0080856,1
197,Abhijit Chatterjee Noni Ganguly,Abhijit Chatterjee,nm0154107,Noni Ganguly,nm0304363,Heerak Rajar Deshe,tt0080856,1
198,Abhijit Chatterjee Panchanan Bhattacharya,Abhijit Chatterjee,nm0154107,Panchanan Bhattacharya,nm1434574,The World of Apu,tt0052572,1
199,Abhijit Chatterjee Promode Ganguly,Abhijit Chatterjee,nm0154107,Promode Ganguly,nm0304365,Heerak Rajar Deshe,tt0080856,1
200,Abhijit Chatterjee Rabi Ghosh,Abhijit Chatterjee,nm0154107,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,tt0080856,1
201,Abhijit Chatterjee Rahul Roy,Abhijit Chatterjee,nm0154107,Rahul Roy,nm5588717,Heerak Rajar Deshe,tt0080856,1
202,Abhijit Chatterjee Rajib Ganguly,Abhijit Chatterjee,nm0154107,Rajib Ganguly,nm3610142,Heerak Rajar Deshe,tt0080856,1
203,Abhijit Chatterjee Rajkumar Lahiri,Abhijit Chatterjee,nm0154107,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,tt0080856,1
204,Abhijit Chatterjee Ratan Banerjee,Abhijit Chatterjee,nm0154107,Ratan Banerjee,nm0051844,Heerak Rajar Deshe,tt0080856,1
205,Abhijit Chatterjee Robin Kumar Das,Abhijit Chatterjee,nm0154107,Robin Kumar Das,nm5588617,Heerak Rajar Deshe,tt0080856,1
206,Abhijit Chatterjee Robin Majumdar,Abhijit Chatterjee,nm0154107,Robin Majumdar,nm0538307,Heerak Rajar Deshe,tt0080856,1
207,Abhijit Chatterjee Rudranarayan Saha,Abhijit Chatterjee,nm0154107,Rudranarayan Saha,nm5588664,Heerak Rajar Deshe,tt0080856,1
208,Abhijit Chatterjee Sachin Chatterjee,Abhijit Chatterjee,nm0154107,Sachin Chatterjee,nm5588659,Heerak Rajar Deshe,tt0080856,1
209,Abhijit Chatterjee Samaresh Banerjee,Abhijit Chatterjee,nm0154107,Samaresh Banerjee,nm4462919,Heerak Rajar Deshe,tt0080856,1
210,Abhijit Chatterjee Samir Mukherjee,Abhijit Chatterjee,nm0154107,Samir Mukherjee,nm4526711,Heerak Rajar Deshe,tt0080856,1
211,Abhijit Chatterjee Samudra Dasgupta,Abhijit Chatterjee,nm0154107,Samudra Dasgupta,nm5588669,Heerak Rajar Deshe,tt0080856,1
212,Abhijit Chatterjee Santosh Dutta,Abhijit Chatterjee,nm0154107,Santosh Dutta,nm0244904,Heerak Rajar Deshe,tt0080856,1
213,Abhijit Chatterjee Sefalika Devi,Abhijit Chatterjee,nm0154107,Sefalika Devi,nm0222490,The World of Apu,tt0052572,1
214,Abhijit Chatterjee Shailen Ganguli,Abhijit Chatterjee,nm0154107,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,tt0080856,1
215,Abhijit Chatterjee Shankar Ghosh,Abhijit Chatterjee,nm0154107,Shankar Ghosh,nm2484258,Heerak Rajar Deshe,tt0080856,1
216,Abhijit Chatterjee Shanti Bhattacherjee,Abhijit Chatterjee,nm0154107,Shanti Bhattacherjee,nm0080370,The World of Apu,tt0052572,1
217,Abhijit Chatterjee Sharmila Tagore,Abhijit Chatterjee,nm0154107,Sharmila Tagore,nm0846616,The World of Apu,tt0052572,1
218,Abhijit Chatterjee Shoumik Nandy Majumdar,Abhijit Chatterjee,nm0154107,Shoumik Nandy Majumdar,nm5588773,Heerak Rajar Deshe,tt0080856,1
219,Abhijit Chatterjee Somenath Mukherjee,Abhijit Chatterjee,nm0154107,Somenath Mukherjee,nm4627782,Heerak Rajar Deshe,tt0080856,1
220,Abhijit Chatterjee Soumitra Chatterjee,Abhijit Chatterjee,nm0154107,Soumitra Chatterjee,nm0154164,Heerak Rajar Deshe,tt0080856,1
221,Abhijit Chatterjee Soumitra Chatterjee,Abhijit Chatterjee,nm0154107,Soumitra Chatterjee,nm0154164,The World of Apu,tt0052572,1
222,Abhijit Chatterjee Subal Dutta,Abhijit Chatterjee,nm0154107,Subal Dutta,nm4866235,Heerak Rajar Deshe,tt0080856,1
223,Abhijit Chatterjee Sunil Sarkar,Abhijit Chatterjee,nm0154107,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,tt0080856,1
224,Abhijit Chatterjee Swapan Mukherjee,Abhijit Chatterjee,nm0154107,Swapan Mukherjee,nm0611575,The World of Apu,tt0052572,1
225,Abhijit Chatterjee Tapan Chatterjee,Abhijit Chatterjee,nm0154107,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,tt0080856,1
226,Abhijit Chatterjee Tarun Mitra,Abhijit Chatterjee,nm0154107,Tarun Mitra,nm0593973,Heerak Rajar Deshe,tt0080856,1
227,Abhijit Chatterjee Tushar Bandyopadhyay,Abhijit Chatterjee,nm0154107,Tushar Bandyopadhyay,nm5576481,The World of Apu,tt0052572,1
228,Abhijit Chatterjee Utpal Dutt,Abhijit Chatterjee,nm0154107,Utpal Dutt,nm0244884,Heerak Rajar Deshe,tt0080856,1
229,Aditya Singh Aditya Singh,Aditya Singh,nm4820261,Aditya Singh,nm4820261,The Holy Man,tt0059417,1
230,Aditya Singh Ajit Gupta,Aditya Singh,nm4820261,Ajit Gupta,nm4820297,The Holy Man,tt0059417,1
231,Aditya Singh Charuprakash Ghosh,Aditya Singh,nm4820261,Charuprakash Ghosh,nm0315882,The Holy Man,tt0059417,1
232,Aditya Singh Dilip Bose,Aditya Singh,nm4820261,Dilip Bose,nm0097870,The Holy Man,tt0059417,1
233,Aditya Singh Gitali Roy,Aditya Singh,nm4820261,Gitali Roy,nm0747030,The Holy Man,tt0059417,1
234,Aditya Singh Haridhan Mukherjee,Aditya Singh,nm4820261,Haridhan Mukherjee,nm0154128,The Holy Man,tt0059417,1
235,Aditya Singh Ila Chatterjee,Aditya Singh,nm4820261,Ila Chatterjee,nm4452865,The Holy Man,tt0059417,1
236,Aditya Singh J. Banerjee,Aditya Singh,nm4820261,J. Banerjee,nm4820231,The Holy Man,tt0059417,1
237,Aditya Singh Jagat Chakraborty,Aditya Singh,nm4820261,Jagat Chakraborty,nm4820241,The Holy Man,tt0059417,1
238,Aditya Singh Mani Srimani,Aditya Singh,nm4820261,Mani Srimani,nm0820248,The Holy Man,tt0059417,1
239,Aditya Singh Nani Sardar,Aditya Singh,nm4820261,Nani Sardar,nm4820271,The Holy Man,tt0059417,1
240,Aditya Singh Nirmal Ghosh,Aditya Singh,nm4820261,Nirmal Ghosh,nm0315907,The Holy Man,tt0059417,1
241,Aditya Singh P. Pal,Aditya Singh,nm4820261,P. Pal,nm4820266,The Holy Man,tt0059417,1
242,Aditya Singh Prabhat Sarkar,Aditya Singh,nm4820261,Prabhat Sarkar,nm4820275,The Holy Man,tt0059417,1
243,Aditya Singh Prasad Mukherjee,Aditya Singh,nm4820261,Prasad Mukherjee,nm0611546,The Holy Man,tt0059417,1
244,Aditya Singh Rabi Ghosh,Aditya Singh,nm4820261,Rabi Ghosh,nm0315917,The Holy Man,tt0059417,1
245,Aditya Singh Renuka Roy,Aditya Singh,nm4820261,Renuka Roy,nm0747159,The Holy Man,tt0059417,1
246,Aditya Singh Santi Chatterjee,Aditya Singh,nm4820261,Santi Chatterjee,nm0154155,The Holy Man,tt0059417,1
247,Aditya Singh Santosh Dutta,Aditya Singh,nm4820261,Santosh Dutta,nm0244904,The Holy Man,tt0059417,1
248,Aditya Singh Satindra Bhattacharya,Aditya Singh,nm4820261,Satindra Bhattacharya,nm0080362,The Holy Man,tt0059417,1
249,Aditya Singh Shailen Ganguli,Aditya Singh,nm4820261,Shailen Ganguli,nm0304352,The Holy Man,tt0059417,1
250,Aditya Singh Shrikanto Chattopadhyay,Aditya Singh,nm4820261,Shrikanto Chattopadhyay,nm4820235,The Holy Man,tt0059417,1
251,Aditya Singh Somen Bose,Aditya Singh,nm4820261,Somen Bose,nm0097900,The Holy Man,tt0059417,1
252,Agha Agha,Agha,nm0013023,Agha,nm0013023,The Chess Players,tt0076696,1
253,Agha Amitabh Bachchan,Agha,nm0013023,Amitabh Bachchan,nm0000821,The Chess Players,tt0076696,1
254,Agha Amjad Khan,Agha,nm0013023,Amjad Khan,nm0451166,The Chess Players,tt0076696,1
255,Agha Amrit Bhushan Gujral,Agha,nm0013023,Amrit Bhushan Gujral,nm1839816,The Chess Players,tt0076696,1
256,Agha Ashfaq Mirza,Agha,nm0013023,Ashfaq Mirza,nm1840026,The Chess Players,tt0076696,1
257,Agha Barry John,Agha,nm0013023,Barry John,nm0424134,The Chess Players,tt0076696,1
258,Agha Bhudo Advani,Agha,nm0013023,Bhudo Advani,nm0012539,The Chess Players,tt0076696,1
259,Agha David Abraham,Agha,nm0013023,David Abraham,nm0008932,The Chess Players,tt0076696,1
260,Agha Farida Jalal,Agha,nm0013023,Farida Jalal,nm0416077,The Chess Players,tt0076696,1
261,Agha Farooq Shaikh,Agha,nm0013023,Farooq Shaikh,nm0787582,The Chess Players,tt0076696,1
262,Agha Kamu Mukherjee,Agha,nm0013023,Kamu Mukherjee,nm0611536,The Chess Players,tt0076696,1
263,Agha Khairatilal Lahori,Agha,nm0013023,Khairatilal Lahori,nm1839940,The Chess Players,tt0076696,1
264,Agha Leela Mishra,Agha,nm0013023,Leela Mishra,nm0592789,The Chess Players,tt0076696,1
265,Agha Madan Sudan,Agha,nm0013023,Madan Sudan,nm1840234,The Chess Players,tt0076696,1
266,Agha Pradip Shankar,Agha,nm0013023,Pradip Shankar,nm1840206,The Chess Players,tt0076696,1
267,Agha Ramesh Khosla,Agha,nm0013023,Ramesh Khosla,nm1810171,The Chess Players,tt0076696,1
268,Agha Saeed Jaffrey,Agha,nm0013023,Saeed Jaffrey,nm0006762,The Chess Players,tt0076696,1
269,Agha Samarth Narain,Agha,nm0013023,Samarth Narain,nm0621204,The Chess Players,tt0076696,1
270,Agha Sanjeev Kumar,Agha,nm0013023,Sanjeev Kumar,nm0474876,The Chess Players,tt0076696,1
271,Agha Saswati Sen,Agha,nm0013023,Saswati Sen,nm1842135,The Chess Players,tt0076696,1
272,Agha Shabana Azmi,Agha,nm0013023,Shabana Azmi,nm0000818,The Chess Players,tt0076696,1
273,Agha Shaik Farid,Agha,nm0013023,Shaik Farid,nm1839749,The Chess Players,tt0076696,1
274,Agha Tom Alter,Agha,nm0013023,Tom Alter,nm0022758,The Chess Players,tt0076696,1
275,Agha Uttamram Nagar,Agha,nm0013023,Uttamram Nagar,nm1840054,The Chess Players,tt0076696,1
276,Agha Veena,Agha,nm0013023,Veena,nm0474940,The Chess Players,tt0076696,1
277,Agha Victor Banerjee,Agha,nm0013023,Victor Banerjee,nm0051856,The Chess Players,tt0076696,1
278,Ajay Mitra Ajay Mitra,Ajay Mitra,nm0593940,Ajay Mitra,nm0593940,Aparajito,tt0048956,1
279,Ajay Mitra Anil Mukherjee,Ajay Mitra,nm0593940,Anil Mukherjee,nm0611506,Aparajito,tt0048956,1
280,Ajay Mitra Bhaganu Palwan,Ajay Mitra,nm0593940,Bhaganu Palwan,nm0658890,Aparajito,tt0048956,1
281,Ajay Mitra Charuprakash Ghosh,Ajay Mitra,nm0593940,Charuprakash Ghosh,nm0315882,Aparajito,tt0048956,1
282,Ajay Mitra Debabrata Chakraborty,Ajay Mitra,nm0593940,Debabrata Chakraborty,nm5581917,Aparajito,tt0048956,1
283,Ajay Mitra Harendrakumar Chakravarti,Ajay Mitra,nm0593940,Harendrakumar Chakravarti,nm0149839,Aparajito,tt0048956,1
284,Ajay Mitra Hemanta Chatterjee,Ajay Mitra,nm0593940,Hemanta Chatterjee,nm0154130,Aparajito,tt0048956,1
285,Ajay Mitra K.S. Pandey,Ajay Mitra,nm0593940,K.S. Pandey,nm0659237,Aparajito,tt0048956,1
286,Ajay Mitra Kali Bannerjee,Ajay Mitra,nm0593940,Kali Bannerjee,nm0052332,Aparajito,tt0048956,1
287,Ajay Mitra Kalicharan Roy,Ajay Mitra,nm0593940,Kalicharan Roy,nm0747082,Aparajito,tt0048956,1
288,Ajay Mitra Kanu Bannerjee,Ajay Mitra,nm0593940,Kanu Bannerjee,nm0052333,Aparajito,tt0048956,1
289,Ajay Mitra Karuna Bannerjee,Ajay Mitra,nm0593940,Karuna Bannerjee,nm0052334,Aparajito,tt0048956,1
290,Ajay Mitra Keya Sengupta,Ajay Mitra,nm0593940,Keya Sengupta,nm5583250,Aparajito,tt0048956,1
291,Ajay Mitra Lalchand Banerjee,Ajay Mitra,nm0593940,Lalchand Banerjee,nm0051837,Aparajito,tt0048956,1
292,Ajay Mitra Mani Srimani,Ajay Mitra,nm0593940,Mani Srimani,nm0820248,Aparajito,tt0048956,1
293,Ajay Mitra Meenakshi Devi,Ajay Mitra,nm0593940,Meenakshi Devi,nm0222461,Aparajito,tt0048956,1
294,Ajay Mitra Panchanan Bhattacharya,Ajay Mitra,nm0593940,Panchanan Bhattacharya,nm1434574,Aparajito,tt0048956,1
295,Ajay Mitra Pinaki Sengupta,Ajay Mitra,nm0593940,Pinaki Sengupta,nm0348483,Aparajito,tt0048956,1
296,Ajay Mitra Ramani Sengupta,Ajay Mitra,nm0593940,Ramani Sengupta,nm0784291,Aparajito,tt0048956,1
297,Ajay Mitra Ranibala,Ajay Mitra,nm0593940,Ranibala,nm0049302,Aparajito,tt0048956,1
298,Ajay Mitra Santi Gupta,Ajay Mitra,nm0593940,Santi Gupta,nm0348496,Aparajito,tt0048956,1
299,Ajay Mitra Saraswati Pandey,Ajay Mitra,nm0593940,Saraswati Pandey,nm5581649,Aparajito,tt0048956,1
300,Ajay Mitra Shibnarayan Nag,Ajay Mitra,nm0593940,Shibnarayan Nag,nm5581805,Aparajito,tt0048956,1
301,Ajay Mitra Smaran Ghosal,Ajay Mitra,nm0593940,Smaran Ghosal,nm0315871,Aparajito,tt0048956,1
302,Ajay Mitra Subodh Ganguli,Ajay Mitra,nm0593940,Subodh Ganguli,nm0304354,Aparajito,tt0048956,1
303,Ajay Mitra Sudipta Roy,Ajay Mitra,nm0593940,Sudipta Roy,nm0747195,Aparajito,tt0048956,1
304,Ajay Mitra Udayshankar Tiwari,Ajay Mitra,nm0593940,Udayshankar Tiwari,nm5582083,Aparajito,tt0048956,1
305,Ajit Banerjee Abani Mukherjee,Ajit Banerjee,nm0051830,Abani Mukherjee,nm0611505,Abhijaan,tt0055724,1
306,Ajit Banerjee Ajit Banerjee,Ajit Banerjee,nm0051830,Ajit Banerjee,nm0051830,The Middleman,tt0074710,1
307,Ajit Banerjee Ajit Mukherjee,Ajit Banerjee,nm0051830,Ajit Mukherjee,nm5587566,The Middleman,tt0074710,1
308,Ajit Banerjee Alokendu Dey,Ajit Banerjee,nm0051830,Alokendu Dey,nm4825642,The Middleman,tt0074710,1
309,Ajit Banerjee Anup Chakraborty,Ajit Banerjee,nm0051830,Anup Chakraborty,nm5587652,The Middleman,tt0074710,1
310,Ajit Banerjee Arati Bhattacharya,Ajit Banerjee,nm0051830,Arati Bhattacharya,nm0080341,The Middleman,tt0074710,1
311,Ajit Banerjee Arati Das,Ajit Banerjee,nm0051830,Arati Das,nm1715270,Abhijaan,tt0055724,1
312,Ajit Banerjee Arun Roy,Ajit Banerjee,nm0051830,Arun Roy,nm0746935,Abhijaan,tt0055724,1
313,Ajit Banerjee Ashok Mukherjee,Ajit Banerjee,nm0051830,Ashok Mukherjee,nm0611513,Branches of the Tree,tt0100587,1
314,Ajit Banerjee Banibrata Poddar,Ajit Banerjee,nm0051830,Banibrata Poddar,nm5587097,The Middleman,tt0074710,1
315,Ajit Banerjee Barin Mukherjee,Ajit Banerjee,nm0051830,Barin Mukherjee,nm5587274,The Middleman,tt0074710,1
316,Ajit Banerjee Basudeb Chatterjee,Ajit Banerjee,nm0051830,Basudeb Chatterjee,nm5587128,The Middleman,tt0074710,1
317,Ajit Banerjee Bhanu Ghosh,Ajit Banerjee,nm0051830,Bhanu Ghosh,nm0315879,Abhijaan,tt0055724,1
318,Ajit Banerjee Bhaya Mukherjee,Ajit Banerjee,nm0051830,Bhaya Mukherjee,nm5587179,The Middleman,tt0074710,1
319,Ajit Banerjee Bhishma Guhathakurta,Ajit Banerjee,nm0051830,Bhishma Guhathakurta,nm0346613,Branches of the Tree,tt0100587,1
320,Ajit Banerjee Bhola Bhattacharya,Ajit Banerjee,nm0051830,Bhola Bhattacharya,nm5570306,Abhijaan,tt0055724,1
321,Ajit Banerjee Bijon Chakraborty,Ajit Banerjee,nm0051830,Bijon Chakraborty,nm5587455,The Middleman,tt0074710,1
322,Ajit Banerjee Bikram Bhattacharya,Ajit Banerjee,nm0051830,Bikram Bhattacharya,nm4865982,The Stranger,tt0101279,1
323,Ajit Banerjee Bimal Chatterjee,Ajit Banerjee,nm0051830,Bimal Chatterjee,nm0154115,The Middleman,tt0074710,1
324,Ajit Banerjee Bimal Deb,Ajit Banerjee,nm0051830,Bimal Deb,nm1045149,The Middleman,tt0074710,1
325,Ajit Banerjee Bireshwar Sarkhel,Ajit Banerjee,nm0051830,Bireshwar Sarkhel,nm4973262,Abhijaan,tt0055724,1
326,Ajit Banerjee Bireswar Sen,Ajit Banerjee,nm0051830,Bireswar Sen,nm0784001,Abhijaan,tt0055724,1
327,Ajit Banerjee Charuprakash Ghosh,Ajit Banerjee,nm0051830,Charuprakash Ghosh,nm0315882,Abhijaan,tt0055724,1
328,Ajit Banerjee Debi Chattopadhyay,Ajit Banerjee,nm0051830,Debi Chattopadhyay,nm5570272,Abhijaan,tt0055724,1
329,Ajit Banerjee Dhritiman Chatterjee,Ajit Banerjee,nm0051830,Dhritiman Chatterjee,nm0154122,The Stranger,tt0101279,1
330,Ajit Banerjee Dipak Roy Chowdhury,Ajit Banerjee,nm0051830,Dipak Roy Chowdhury,nm4892830,The Middleman,tt0074710,1
331,Ajit Banerjee Dipankar Dey,Ajit Banerjee,nm0051830,Dipankar Dey,nm0212541,The Middleman,tt0074710,1
332,Ajit Banerjee Dipankar Dey,Ajit Banerjee,nm0051830,Dipankar Dey,nm0212541,The Stranger,tt0101279,1
333,Ajit Banerjee Dipankar Dey,Ajit Banerjee,nm0051830,Dipankar Dey,nm0212541,Branches of the Tree,tt0100587,1
334,Ajit Banerjee Durgadas Bannerjee,Ajit Banerjee,nm0051830,Durgadas Bannerjee,nm1274537,Abhijaan,tt0055724,1
335,Ajit Banerjee Gadadhar Sen,Ajit Banerjee,nm0051830,Gadadhar Sen,nm5570299,Abhijaan,tt0055724,1
336,Ajit Banerjee Gaurishankar Chowdhury,Ajit Banerjee,nm0051830,Gaurishankar Chowdhury,nm5587117,The Middleman,tt0074710,1
337,Ajit Banerjee Gautam Chakraborty,Ajit Banerjee,nm0051830,Gautam Chakraborty,nm1714765,The Middleman,tt0074710,1
338,Ajit Banerjee Gita Basu,Ajit Banerjee,nm0051830,Gita Basu,nm5587553,The Middleman,tt0074710,1
339,Ajit Banerjee Gyanesh Mukherjee,Ajit Banerjee,nm0051830,Gyanesh Mukherjee,nm0611525,Abhijaan,tt0055724,1
340,Ajit Banerjee Haradhan Bannerjee,Ajit Banerjee,nm0051830,Haradhan Bannerjee,nm0052329,Branches of the Tree,tt0100587,1
341,Ajit Banerjee Haridhan Nag,Ajit Banerjee,nm0051830,Haridhan Nag,nm5570266,Abhijaan,tt0055724,1
342,Ajit Banerjee Jatish Bhora,Ajit Banerjee,nm0051830,Jatish Bhora,nm5587485,The Middleman,tt0074710,1
343,Ajit Banerjee Jayanta Chowdhury,Ajit Banerjee,nm0051830,Jayanta Chowdhury,nm5587293,The Middleman,tt0074710,1
344,Ajit Banerjee Kali Chakraborty,Ajit Banerjee,nm0051830,Kali Chakraborty,nm4693009,Abhijaan,tt0055724,1
345,Ajit Banerjee Kalyan Chatterjee,Ajit Banerjee,nm0051830,Kalyan Chatterjee,nm0159537,The Middleman,tt0074710,1
346,Ajit Banerjee Kalyan Sen,Ajit Banerjee,nm0051830,Kalyan Sen,nm4474657,The Middleman,tt0074710,1
347,Ajit Banerjee Kamu Mukherjee,Ajit Banerjee,nm0051830,Kamu Mukherjee,nm0611536,Branches of the Tree,tt0100587,1
348,Ajit Banerjee Kartik Chanda,Ajit Banerjee,nm0051830,Kartik Chanda,nm5570286,Abhijaan,tt0055724,1
349,Ajit Banerjee Kartik Chatterjee,Ajit Banerjee,nm0051830,Kartik Chatterjee,nm0154135,The Middleman,tt0074710,1
350,Ajit Banerjee Kartik Mukhopadhyay,Ajit Banerjee,nm0051830,Kartik Mukhopadhyay,nm5570269,Abhijaan,tt0055724,1
351,Ajit Banerjee Khagen Pathak,Ajit Banerjee,nm0051830,Khagen Pathak,nm0665546,The Middleman,tt0074710,1
352,Ajit Banerjee Krishna Banerjee,Ajit Banerjee,nm0051830,Krishna Banerjee,nm5587504,The Middleman,tt0074710,1
353,Ajit Banerjee Krishnakali Bhattacharya,Ajit Banerjee,nm0051830,Krishnakali Bhattacharya,nm5024420,Abhijaan,tt0055724,1
354,Ajit Banerjee Lily Chakravarty,Ajit Banerjee,nm0051830,Lily Chakravarty,nm0149846,The Middleman,tt0074710,1
355,Ajit Banerjee Lily Chakravarty,Ajit Banerjee,nm0051830,Lily Chakravarty,nm0149846,Branches of the Tree,tt0100587,1
356,Ajit Banerjee M.N. Poddar,Ajit Banerjee,nm0051830,M.N. Poddar,nm5587026,The Middleman,tt0074710,1
357,Ajit Banerjee Madhu Saha,Ajit Banerjee,nm0051830,Madhu Saha,nm5587013,The Middleman,tt0074710,1
358,Ajit Banerjee Mahin Basu,Ajit Banerjee,nm0051830,Mahin Basu,nm5570216,Abhijaan,tt0055724,1
359,Ajit Banerjee Mamata Shankar,Ajit Banerjee,nm0051830,Mamata Shankar,nm0788164,The Stranger,tt0101279,1
360,Ajit Banerjee Mamata Shankar,Ajit Banerjee,nm0051830,Mamata Shankar,nm0788164,Branches of the Tree,tt0100587,1
361,Ajit Banerjee Mani Srimani,Ajit Banerjee,nm0051830,Mani Srimani,nm0820248,The Middleman,tt0074710,1
362,Ajit Banerjee Narayan Das,Ajit Banerjee,nm0051830,Narayan Das,nm5024440,Abhijaan,tt0055724,1
363,Ajit Banerjee Noni Ganguly,Ajit Banerjee,nm0051830,Noni Ganguly,nm0304363,Abhijaan,tt0055724,1
364,Ajit Banerjee P.C. Mukherjee,Ajit Banerjee,nm0051830,P.C. Mukherjee,nm5586945,The Middleman,tt0074710,1
365,Ajit Banerjee P.L. Sanganaria,Ajit Banerjee,nm0051830,P.L. Sanganaria,nm5587111,The Middleman,tt0074710,1
366,Ajit Banerjee Padmadevi,Ajit Banerjee,nm0051830,Padmadevi,nm0222471,The Middleman,tt0074710,1
367,Ajit Banerjee Patrick Jackson,Ajit Banerjee,nm0051830,Patrick Jackson,nm5587419,The Middleman,tt0074710,1
368,Ajit Banerjee Pradip Mukherjee,Ajit Banerjee,nm0051830,Pradip Mukherjee,nm0611544,The Middleman,tt0074710,1
369,Ajit Banerjee Pradip Mukherjee,Ajit Banerjee,nm0051830,Pradip Mukherjee,nm0611544,Branches of the Tree,tt0100587,1
370,Ajit Banerjee Pradip Neogi,Ajit Banerjee,nm0051830,Pradip Neogi,nm4821964,The Middleman,tt0074710,1
371,Ajit Banerjee Prashanta Das,Ajit Banerjee,nm0051830,Prashanta Das,nm5586957,The Middleman,tt0074710,1
372,Ajit Banerjee Promode Ganguly,Ajit Banerjee,nm0051830,Promode Ganguly,nm0304365,The Stranger,tt0101279,1
373,Ajit Banerjee Promode Ganguly,Ajit Banerjee,nm0051830,Promode Ganguly,nm0304365,Branches of the Tree,tt0100587,1
374,Ajit Banerjee Rabi Ghosh,Ajit Banerjee,nm0051830,Rabi Ghosh,nm0315917,The Middleman,tt0074710,1
375,Ajit Banerjee Rabi Ghosh,Ajit Banerjee,nm0051830,Rabi Ghosh,nm0315917,Abhijaan,tt0055724,1
376,Ajit Banerjee Rabi Ghosh,Ajit Banerjee,nm0051830,Rabi Ghosh,nm0315917,The Stranger,tt0101279,1
377,Ajit Banerjee Rafiq Ahmed,Ajit Banerjee,nm0051830,Rafiq Ahmed,nm5587456,The Middleman,tt0074710,1
378,Ajit Banerjee Rajaram Yagnik,Ajit Banerjee,nm0051830,Rajaram Yagnik,nm0944929,Branches of the Tree,tt0100587,1
379,Ajit Banerjee Rajen Brijnath,Ajit Banerjee,nm0051830,Rajen Brijnath,nm5587104,The Middleman,tt0074710,1
380,Ajit Banerjee Ranjit Mallick,Ajit Banerjee,nm0051830,Ranjit Mallick,nm0612334,Branches of the Tree,tt0100587,1
381,Ajit Banerjee Rathin Ghosh,Ajit Banerjee,nm0051830,Rathin Ghosh,nm4531527,Abhijaan,tt0055724,1
382,Ajit Banerjee Reba Devi,Ajit Banerjee,nm0051830,Reba Devi,nm0222480,Abhijaan,tt0055724,1
383,Ajit Banerjee Ruma Guha Thakurta,Ajit Banerjee,nm0051830,Ruma Guha Thakurta,nm0346614,Abhijaan,tt0055724,1
384,Ajit Banerjee S. Bagchi,Ajit Banerjee,nm0051830,S. Bagchi,nm5587322,The Middleman,tt0074710,1
385,Ajit Banerjee Sachin Banerjee,Ajit Banerjee,nm0051830,Sachin Banerjee,nm5587249,The Middleman,tt0074710,1
386,Ajit Banerjee Sachin Bhattacharya,Ajit Banerjee,nm0051830,Sachin Bhattacharya,nm5587009,The Middleman,tt0074710,1
387,Ajit Banerjee Samar Nag,Ajit Banerjee,nm0051830,Samar Nag,nm4554192,Abhijaan,tt0055724,1
388,Ajit Banerjee Samaresh Banerjee,Ajit Banerjee,nm0051830,Samaresh Banerjee,nm4462919,The Middleman,tt0074710,1
389,Ajit Banerjee Samaresh Mukhopadhyay,Ajit Banerjee,nm0051830,Samaresh Mukhopadhyay,nm4890352,Branches of the Tree,tt0100587,1
390,Ajit Banerjee Samir Lahiri,Ajit Banerjee,nm0051830,Samir Lahiri,nm5566545,The Middleman,tt0074710,1
391,Ajit Banerjee Samir Roy,Ajit Banerjee,nm0051830,Samir Roy,nm5587350,The Middleman,tt0074710,1
392,Ajit Banerjee Santi Chatterjee,Ajit Banerjee,nm0051830,Santi Chatterjee,nm0154155,Abhijaan,tt0055724,1
