,source_target,source,sourceID,target,targetID,movies,moviesID,connections_y,
486,Govinda Chakravarti Sunil Sarkar,Govinda Chakravarti,nm0149838,Sunil Sarkar,nm0765281,Distant Thunder,Distant Thunder,1,FALSE
487,Govinda Chakravarti Sunil Sarkar,Govinda Chakravarti,nm0149838,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
488,Govinda Chakravarti Sunil Sarkar,Govinda Chakravarti,nm0149838,Sunil Sarkar,nm0765281,Ghare-Baire,Ghare-Baire,1,FALSE
489,Govinda Chakravarti Tapan Chatterjee,Govinda Chakravarti,nm0149838,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
490,Govinda Chakravarti Tapan Chatterjee,Govinda Chakravarti,nm0149838,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
491,Govinda Chakravarti Tarun Mitra,Govinda Chakravarti,nm0149838,Tarun Mitra,nm0593973,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
492,Govinda Chakravarti Tarun Mitra,Govinda Chakravarti,nm0149838,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
493,Govinda Chakravarti Utpal Dutt,Govinda Chakravarti,nm0149838,Utpal Dutt,nm0244884,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
494,Govinda Chakravarti Victor Banerjee,Govinda Chakravarti,nm0149838,Victor Banerjee,nm0051856,Ghare-Baire,Ghare-Baire,1,FALSE
495,Haradhan Bannerjee Abani Mukherjee,Haradhan Bannerjee,nm0052329,Abani Mukherjee,nm0611505,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
496,Haradhan Bannerjee Ajit Banerjee,Haradhan Bannerjee,nm0052329,Ajit Banerjee,nm0051830,Branches of the Tree,Branches of the Tree,1,FALSE
497,Haradhan Bannerjee Ajoy Banerjee,Haradhan Bannerjee,nm0052329,Ajoy Banerjee,nm0051831,The Golden Fortress,The Golden Fortress,1,FALSE
498,Haradhan Bannerjee Anil Chatterjee,Haradhan Bannerjee,nm0052329,Anil Chatterjee,nm0154110,The Big City,The Big City,1,FALSE
499,Haradhan Bannerjee Ashok Mitra,Haradhan Bannerjee,nm0052329,Ashok Mitra,nm1371495,The Big City,The Big City,1,FALSE
500,Haradhan Bannerjee Bimal Chatterjee,Haradhan Bannerjee,nm0052329,Bimal Chatterjee,nm0154115,The Golden Fortress,The Golden Fortress,1,FALSE
501,Haradhan Bannerjee Bimal Chatterjee,Haradhan Bannerjee,nm0052329,Bimal Chatterjee,nm0154115,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
502,Haradhan Bannerjee Dibyendu Chatterjee,Haradhan Bannerjee,nm0052329,Dibyendu Chatterjee,nm4814634,The Golden Fortress,The Golden Fortress,1,FALSE
503,Haradhan Bannerjee Dipankar Dey,Haradhan Bannerjee,nm0052329,Dipankar Dey,nm0212541,Branches of the Tree,Branches of the Tree,1,FALSE
504,Haradhan Bannerjee Gitali Roy,Haradhan Bannerjee,nm0052329,Gitali Roy,nm0747030,The Big City,The Big City,1,FALSE
509,Haradhan Bannerjee Harindranath Chattopadhyay,Haradhan Bannerjee,nm0052329,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,The Golden Fortress,1,FALSE
510,Haradhan Bannerjee Kamu Mukherjee,Haradhan Bannerjee,nm0052329,Kamu Mukherjee,nm0611536,The Golden Fortress,The Golden Fortress,1,FALSE
511,Haradhan Bannerjee Kamu Mukherjee,Haradhan Bannerjee,nm0052329,Kamu Mukherjee,nm0611536,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
512,Haradhan Bannerjee Kamu Mukherjee,Haradhan Bannerjee,nm0052329,Kamu Mukherjee,nm0611536,Branches of the Tree,Branches of the Tree,1,FALSE
513,Haradhan Bannerjee Madhabi Mukherjee,Haradhan Bannerjee,nm0052329,Madhabi Mukherjee,nm0611538,The Coward,The Coward,1,FALSE
514,Haradhan Bannerjee Madhabi Mukherjee,Haradhan Bannerjee,nm0052329,Madhabi Mukherjee,nm0611538,The Big City,The Big City,1,FALSE
515,Haradhan Bannerjee Mamata Shankar,Haradhan Bannerjee,nm0052329,Mamata Shankar,nm0788164,Branches of the Tree,Branches of the Tree,1,FALSE
516,Haradhan Bannerjee Monu Mukherjee,Haradhan Bannerjee,nm0052329,Monu Mukherjee,nm0611540,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
517,Haradhan Bannerjee Promode Ganguly,Haradhan Bannerjee,nm0052329,Promode Ganguly,nm0304365,Branches of the Tree,Branches of the Tree,1,FALSE
518,Haradhan Bannerjee Rajkumar Lahiri,Haradhan Bannerjee,nm0052329,Rajkumar Lahiri,nm1708115,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
519,Haradhan Bannerjee Santi Chatterjee,Haradhan Bannerjee,nm0052329,Santi Chatterjee,nm0154155,The Coward,The Coward,1,FALSE
520,Haradhan Bannerjee Santi Chatterjee,Haradhan Bannerjee,nm0052329,Santi Chatterjee,nm0154155,The Golden Fortress,The Golden Fortress,1,FALSE
521,Haradhan Bannerjee Santosh Dutta,Haradhan Bannerjee,nm0052329,Santosh Dutta,nm0244904,The Golden Fortress,The Golden Fortress,1,FALSE
522,Haradhan Bannerjee Santosh Dutta,Haradhan Bannerjee,nm0052329,Santosh Dutta,nm0244904,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
523,Haradhan Bannerjee Satya Bannerjee (I),Haradhan Bannerjee,nm0052329,Satya Bannerjee (I),nm0051810,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
524,Haradhan Bannerjee Shailen Ganguli,Haradhan Bannerjee,nm0052329,Shailen Ganguli,nm0304352,The Big City,The Big City,1,FALSE
525,Haradhan Bannerjee Shailen Mukherjee,Haradhan Bannerjee,nm0052329,Shailen Mukherjee,nm0611561,The Golden Fortress,The Golden Fortress,1,FALSE
526,Haradhan Bannerjee Shailen Mukherjee,Haradhan Bannerjee,nm0052329,Shailen Mukherjee,nm0611561,The Big City,The Big City,1,FALSE
527,Haradhan Bannerjee Shyamal Ghoshal,Haradhan Bannerjee,nm0052329,Shyamal Ghoshal,nm0315929,The Big City,The Big City,1,FALSE
528,Haradhan Bannerjee Soven Lahiri,Haradhan Bannerjee,nm0052329,Soven Lahiri,nm0481574,Branches of the Tree,Branches of the Tree,1,FALSE
529,Haradhan Bannerjee Subrata Sensharma,Haradhan Bannerjee,nm0052329,Subrata Sensharma,nm0784478,The Big City,The Big City,1,FALSE
530,Haradhan Bannerjee Sunil Sarkar,Haradhan Bannerjee,nm0052329,Sunil Sarkar,nm0765281,The Golden Fortress,The Golden Fortress,1,FALSE
531,Haradhan Bannerjee Tapan Chatterjee,Haradhan Bannerjee,nm0052329,Tapan Chatterjee,nm0154170,The Big City,The Big City,1,FALSE
532,Haradhan Bannerjee Tarun Mitra,Haradhan Bannerjee,nm0052329,Tarun Mitra,nm0593973,Branches of the Tree,Branches of the Tree,1,FALSE
533,Haradhan Bannerjee Utpal Dutt,Haradhan Bannerjee,nm0052329,Utpal Dutt,nm0244884,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
534,Haradhan Bannerjee Uttamram Nagar,Haradhan Bannerjee,nm0052329,Uttamram Nagar,nm1840054,The Golden Fortress,The Golden Fortress,1,FALSE
535,Haridhan Mukherjee Abani Mukherjee,Haridhan Mukherjee,nm0154128,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
536,Haridhan Mukherjee Ajoy Banerjee,Haridhan Mukherjee,nm0154128,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
537,Haridhan Mukherjee Ajoy Banerjee,Haridhan Mukherjee,nm0154128,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
538,Haridhan Mukherjee Anil Chatterjee,Haridhan Mukherjee,nm0154128,Anil Chatterjee,nm0154110,Kanchenjungha,Kanchenjungha,1,FALSE
539,Haridhan Mukherjee Ashok Mitra,Haridhan Mukherjee,nm0154128,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
540,Haridhan Mukherjee Bimal Chatterjee,Haridhan Mukherjee,nm0154128,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
541,Haridhan Mukherjee Bireswar Sen,Haridhan Mukherjee,nm0154128,Bireswar Sen,nm0784001,Paras-Pathar,Paras-Pathar,1,FALSE
542,Haridhan Mukherjee Charuprakash Ghosh,Haridhan Mukherjee,nm0154128,Charuprakash Ghosh,nm0315882,The Holy Man,The Holy Man,1,FALSE
543,Haridhan Mukherjee Chhabi Biswas,Haridhan Mukherjee,nm0154128,Chhabi Biswas,nm0084435,Paras-Pathar,Paras-Pathar,1,FALSE
544,Haridhan Mukherjee Chhabi Biswas,Haridhan Mukherjee,nm0154128,Chhabi Biswas,nm0084435,Kanchenjungha,Kanchenjungha,1,FALSE
545,Haridhan Mukherjee Gitali Roy,Haridhan Mukherjee,nm0154128,Gitali Roy,nm0747030,The Holy Man,The Holy Man,1,FALSE
546,Haridhan Mukherjee Gopal Dey,Haridhan Mukherjee,nm0154128,Gopal Dey,nm0223342,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
547,Haridhan Mukherjee Gopal Dey,Haridhan Mukherjee,nm0154128,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
548,Haridhan Mukherjee Govinda Chakravarti,Haridhan Mukherjee,nm0154128,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
549,Haridhan Mukherjee Govinda Chakravarti,Haridhan Mukherjee,nm0154128,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
554,Haridhan Mukherjee Harindranath Chattopadhyay,Haridhan Mukherjee,nm0154128,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
555,Haridhan Mukherjee Kali Bannerjee,Haridhan Mukherjee,nm0154128,Kali Bannerjee,nm0052332,Paras-Pathar,Paras-Pathar,1,FALSE
556,Haridhan Mukherjee Kamu Mukherjee,Haridhan Mukherjee,nm0154128,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
557,Haridhan Mukherjee Kamu Mukherjee,Haridhan Mukherjee,nm0154128,Kamu Mukherjee,nm0611536,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
558,Haridhan Mukherjee Kartik Chatterjee,Haridhan Mukherjee,nm0154128,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
559,Haridhan Mukherjee Kartik Chatterjee,Haridhan Mukherjee,nm0154128,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
560,Haridhan Mukherjee Karuna Bannerjee,Haridhan Mukherjee,nm0154128,Karuna Bannerjee,nm0052334,Kanchenjungha,Kanchenjungha,1,FALSE
561,Haridhan Mukherjee Khagen Pathak,Haridhan Mukherjee,nm0154128,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
562,Haridhan Mukherjee Mani Srimani,Haridhan Mukherjee,nm0154128,Mani Srimani,nm0820248,Paras-Pathar,Paras-Pathar,1,FALSE
563,Haridhan Mukherjee Mani Srimani,Haridhan Mukherjee,nm0154128,Mani Srimani,nm0820248,The Holy Man,The Holy Man,1,FALSE
564,Haridhan Mukherjee Mani Srimani,Haridhan Mukherjee,nm0154128,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
565,Haridhan Mukherjee Noni Ganguly,Haridhan Mukherjee,nm0154128,Noni Ganguly,nm0304363,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
566,Haridhan Mukherjee Nripati Chatterjee,Haridhan Mukherjee,nm0154128,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
567,Haridhan Mukherjee Padmadevi,Haridhan Mukherjee,nm0154128,Padmadevi,nm0222471,Paras-Pathar,Paras-Pathar,1,FALSE
568,Haridhan Mukherjee Pahadi Sanyal,Haridhan Mukherjee,nm0154128,Pahadi Sanyal,nm0764406,Paras-Pathar,Paras-Pathar,1,FALSE
569,Haridhan Mukherjee Pahadi Sanyal,Haridhan Mukherjee,nm0154128,Pahadi Sanyal,nm0764406,Kanchenjungha,Kanchenjungha,1,FALSE
570,Haridhan Mukherjee Prasad Mukherjee,Haridhan Mukherjee,nm0154128,Prasad Mukherjee,nm0611546,The Holy Man,The Holy Man,1,FALSE
571,Haridhan Mukherjee Prasad Mukherjee,Haridhan Mukherjee,nm0154128,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
572,Haridhan Mukherjee Promode Ganguly,Haridhan Mukherjee,nm0154128,Promode Ganguly,nm0304365,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
573,Haridhan Mukherjee Rabi Ghosh,Haridhan Mukherjee,nm0154128,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
574,Haridhan Mukherjee Rabi Ghosh,Haridhan Mukherjee,nm0154128,Rabi Ghosh,nm0315917,The Holy Man,The Holy Man,1,FALSE
575,Haridhan Mukherjee Rabi Ghosh,Haridhan Mukherjee,nm0154128,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
576,Haridhan Mukherjee Rajkumar Lahiri,Haridhan Mukherjee,nm0154128,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
577,Haridhan Mukherjee Rajkumar Lahiri,Haridhan Mukherjee,nm0154128,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
578,Haridhan Mukherjee Santi Chatterjee,Haridhan Mukherjee,nm0154128,Santi Chatterjee,nm0154155,The Holy Man,The Holy Man,1,FALSE
579,Haridhan Mukherjee Santi Chatterjee,Haridhan Mukherjee,nm0154128,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
580,Haridhan Mukherjee Santosh Dutta,Haridhan Mukherjee,nm0154128,Santosh Dutta,nm0244904,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
581,Haridhan Mukherjee Shailen Ganguli,Haridhan Mukherjee,nm0154128,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
582,Haridhan Mukherjee Shailen Ganguli,Haridhan Mukherjee,nm0154128,Shailen Ganguli,nm0304352,The Holy Man,The Holy Man,1,FALSE
583,Haridhan Mukherjee Shailen Ganguli,Haridhan Mukherjee,nm0154128,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
584,Haridhan Mukherjee Subrata Sensharma,Haridhan Mukherjee,nm0154128,Subrata Sensharma,nm0784478,Kanchenjungha,Kanchenjungha,1,FALSE
585,Haridhan Mukherjee Sunil Sarkar,Haridhan Mukherjee,nm0154128,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
586,Haridhan Mukherjee Tapan Chatterjee,Haridhan Mukherjee,nm0154128,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
587,Haridhan Mukherjee Tapan Chatterjee,Haridhan Mukherjee,nm0154128,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
588,Haridhan Mukherjee Tarun Mitra,Haridhan Mukherjee,nm0154128,Tarun Mitra,nm0593973,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
589,Haridhan Mukherjee Tarun Mitra,Haridhan Mukherjee,nm0154128,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
590,Haridhan Mukherjee Utpal Dutt,Haridhan Mukherjee,nm0154128,Utpal Dutt,nm0244884,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
591,Haridhan Nag Abani Mukherjee,Haridhan Nag,nm5570266,Abani Mukherjee,nm0611505,Abhijaan,Abhijaan,1,FALSE
592,Haridhan Nag Ajit Banerjee,Haridhan Nag,nm5570266,Ajit Banerjee,nm0051830,Abhijaan,Abhijaan,1,FALSE
593,Haridhan Nag Anil Chatterjee,Haridhan Nag,nm5570266,Anil Chatterjee,nm0154110,Teen Kanya,Teen Kanya,1,FALSE
594,Haridhan Nag Aparna Sen,Haridhan Nag,nm5570266,Aparna Sen,nm0031967,Teen Kanya,Teen Kanya,1,FALSE
595,Haridhan Nag Bireswar Sen,Haridhan Nag,nm5570266,Bireswar Sen,nm0784001,Abhijaan,Abhijaan,1,FALSE
596,Haridhan Nag Charuprakash Ghosh,Haridhan Nag,nm5570266,Charuprakash Ghosh,nm0315882,Abhijaan,Abhijaan,1,FALSE
597,Haridhan Nag Govinda Chakravarti,Haridhan Nag,nm5570266,Govinda Chakravarti,nm0149838,Teen Kanya,Teen Kanya,1,FALSE
601,Haridhan Nag Kali Bannerjee,Haridhan Nag,nm5570266,Kali Bannerjee,nm0052332,Teen Kanya,Teen Kanya,1,FALSE
602,Haridhan Nag Khagen Pathak,Haridhan Nag,nm5570266,Khagen Pathak,nm0665546,Teen Kanya,Teen Kanya,1,FALSE
603,Haridhan Nag Noni Ganguly,Haridhan Nag,nm5570266,Noni Ganguly,nm0304363,Abhijaan,Abhijaan,1,FALSE
604,Haridhan Nag Nripati Chatterjee,Haridhan Nag,nm5570266,Nripati Chatterjee,nm0154142,Teen Kanya,Teen Kanya,1,FALSE
605,Haridhan Nag Rabi Ghosh,Haridhan Nag,nm5570266,Rabi Ghosh,nm0315917,Abhijaan,Abhijaan,1,FALSE
606,Haridhan Nag Santi Chatterjee,Haridhan Nag,nm5570266,Santi Chatterjee,nm0154155,Abhijaan,Abhijaan,1,FALSE
607,Haridhan Nag Santosh Dutta,Haridhan Nag,nm5570266,Santosh Dutta,nm0244904,Teen Kanya,Teen Kanya,1,FALSE
608,Harindranath Chattopadhyay Abani Mukherjee,Harindranath Chattopadhyay,nm0154129,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
609,Harindranath Chattopadhyay Ajoy Banerjee,Harindranath Chattopadhyay,nm0154129,Ajoy Banerjee,nm0051831,The Golden Fortress,The Golden Fortress,1,FALSE
610,Harindranath Chattopadhyay Ajoy Banerjee,Harindranath Chattopadhyay,nm0154129,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
611,Harindranath Chattopadhyay Ashok Mitra,Harindranath Chattopadhyay,nm0154129,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
612,Harindranath Chattopadhyay Bimal Chatterjee,Harindranath Chattopadhyay,nm0154129,Bimal Chatterjee,nm0154115,The Golden Fortress,The Golden Fortress,1,FALSE
613,Harindranath Chattopadhyay Dibyendu Chatterjee,Harindranath Chattopadhyay,nm0154129,Dibyendu Chatterjee,nm4814634,The Golden Fortress,The Golden Fortress,1,FALSE
614,Harindranath Chattopadhyay Gopal Dey,Harindranath Chattopadhyay,nm0154129,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
615,Harindranath Chattopadhyay Govinda Chakravarti,Harindranath Chattopadhyay,nm0154129,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
616,Harindranath Chattopadhyay Haradhan Bannerjee,Harindranath Chattopadhyay,nm0154129,Haradhan Bannerjee,nm0052329,The Golden Fortress,The Golden Fortress,1,FALSE
617,Harindranath Chattopadhyay Haridhan Mukherjee,Harindranath Chattopadhyay,nm0154129,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
620,Harindranath Chattopadhyay Kamu Mukherjee,Harindranath Chattopadhyay,nm0154129,Kamu Mukherjee,nm0611536,The Golden Fortress,The Golden Fortress,1,FALSE
621,Harindranath Chattopadhyay Kamu Mukherjee,Harindranath Chattopadhyay,nm0154129,Kamu Mukherjee,nm0611536,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
622,Harindranath Chattopadhyay Kartik Chatterjee,Harindranath Chattopadhyay,nm0154129,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
623,Harindranath Chattopadhyay Khagen Pathak,Harindranath Chattopadhyay,nm0154129,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
624,Harindranath Chattopadhyay Mani Srimani,Harindranath Chattopadhyay,nm0154129,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
625,Harindranath Chattopadhyay Nripati Chatterjee,Harindranath Chattopadhyay,nm0154129,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
626,Harindranath Chattopadhyay Prasad Mukherjee,Harindranath Chattopadhyay,nm0154129,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
627,Harindranath Chattopadhyay Rabi Ghosh,Harindranath Chattopadhyay,nm0154129,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
628,Harindranath Chattopadhyay Rajkumar Lahiri,Harindranath Chattopadhyay,nm0154129,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
629,Harindranath Chattopadhyay Santi Chatterjee,Harindranath Chattopadhyay,nm0154129,Santi Chatterjee,nm0154155,The Golden Fortress,The Golden Fortress,1,FALSE
630,Harindranath Chattopadhyay Santi Chatterjee,Harindranath Chattopadhyay,nm0154129,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
631,Harindranath Chattopadhyay Santosh Dutta,Harindranath Chattopadhyay,nm0154129,Santosh Dutta,nm0244904,The Golden Fortress,The Golden Fortress,1,FALSE
632,Harindranath Chattopadhyay Shailen Ganguli,Harindranath Chattopadhyay,nm0154129,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
633,Harindranath Chattopadhyay Shailen Mukherjee,Harindranath Chattopadhyay,nm0154129,Shailen Mukherjee,nm0611561,The Golden Fortress,The Golden Fortress,1,FALSE
634,Harindranath Chattopadhyay Sunil Sarkar,Harindranath Chattopadhyay,nm0154129,Sunil Sarkar,nm0765281,The Golden Fortress,The Golden Fortress,1,FALSE
635,Harindranath Chattopadhyay Tapan Chatterjee,Harindranath Chattopadhyay,nm0154129,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
636,Harindranath Chattopadhyay Tarun Mitra,Harindranath Chattopadhyay,nm0154129,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
637,Harindranath Chattopadhyay Uttamram Nagar,Harindranath Chattopadhyay,nm0154129,Uttamram Nagar,nm1840054,The Golden Fortress,The Golden Fortress,1,FALSE
638,Kali Bannerjee Anil Chatterjee,Kali Bannerjee,nm0052332,Anil Chatterjee,nm0154110,Teen Kanya,Teen Kanya,1,FALSE
639,Kali Bannerjee Aparna Sen,Kali Bannerjee,nm0052332,Aparna Sen,nm0031967,Teen Kanya,Teen Kanya,1,FALSE
640,Kali Bannerjee Bireswar Sen,Kali Bannerjee,nm0052332,Bireswar Sen,nm0784001,Paras-Pathar,Paras-Pathar,1,FALSE
641,Kali Bannerjee Charuprakash Ghosh,Kali Bannerjee,nm0052332,Charuprakash Ghosh,nm0315882,Aparajito,Aparajito,1,FALSE
642,Kali Bannerjee Chhabi Biswas,Kali Bannerjee,nm0052332,Chhabi Biswas,nm0084435,Paras-Pathar,Paras-Pathar,1,FALSE
643,Kali Bannerjee Govinda Chakravarti,Kali Bannerjee,nm0052332,Govinda Chakravarti,nm0149838,Teen Kanya,Teen Kanya,1,FALSE
644,Kali Bannerjee Haridhan Mukherjee,Kali Bannerjee,nm0052332,Haridhan Mukherjee,nm0154128,Paras-Pathar,Paras-Pathar,1,FALSE
645,Kali Bannerjee Haridhan Nag,Kali Bannerjee,nm0052332,Haridhan Nag,nm5570266,Teen Kanya,Teen Kanya,1,FALSE
649,Kali Bannerjee Karuna Bannerjee,Kali Bannerjee,nm0052332,Karuna Bannerjee,nm0052334,Aparajito,Aparajito,1,FALSE
650,Kali Bannerjee Khagen Pathak,Kali Bannerjee,nm0052332,Khagen Pathak,nm0665546,Teen Kanya,Teen Kanya,1,FALSE
651,Kali Bannerjee Mani Srimani,Kali Bannerjee,nm0052332,Mani Srimani,nm0820248,Paras-Pathar,Paras-Pathar,1,FALSE
652,Kali Bannerjee Nripati Chatterjee,Kali Bannerjee,nm0052332,Nripati Chatterjee,nm0154142,Teen Kanya,Teen Kanya,1,FALSE
653,Kali Bannerjee Padmadevi,Kali Bannerjee,nm0052332,Padmadevi,nm0222471,Paras-Pathar,Paras-Pathar,1,FALSE
654,Kali Bannerjee Pahadi Sanyal,Kali Bannerjee,nm0052332,Pahadi Sanyal,nm0764406,Paras-Pathar,Paras-Pathar,1,FALSE
655,Kali Bannerjee Santosh Dutta,Kali Bannerjee,nm0052332,Santosh Dutta,nm0244904,Teen Kanya,Teen Kanya,1,FALSE
656,Kamu Mukherjee Abani Mukherjee,Kamu Mukherjee,nm0611536,Abani Mukherjee,nm0611505,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
657,Kamu Mukherjee Abani Mukherjee,Kamu Mukherjee,nm0611536,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
658,Kamu Mukherjee Ajit Banerjee,Kamu Mukherjee,nm0611536,Ajit Banerjee,nm0051830,Branches of the Tree,Branches of the Tree,1,FALSE
659,Kamu Mukherjee Ajoy Banerjee,Kamu Mukherjee,nm0611536,Ajoy Banerjee,nm0051831,The Golden Fortress,The Golden Fortress,1,FALSE
660,Kamu Mukherjee Ajoy Banerjee,Kamu Mukherjee,nm0611536,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
661,Kamu Mukherjee Ajoy Banerjee,Kamu Mukherjee,nm0611536,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
662,Kamu Mukherjee Ashok Mitra,Kamu Mukherjee,nm0611536,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
