,source_target,source,sourceID,target,targetID,movies,moviesID,connections_y,
1931,Karuna Bannerjee Chhabi Biswas,Karuna Bannerjee,nm0052334,Chhabi Biswas,nm0084435,The Goddess,The Goddess,1,FALSE
1932,Karuna Bannerjee Haridhan Nag,Karuna Bannerjee,nm0052334,Haridhan Nag,nm5570266,Pather Panchali,Pather Panchali,1,FALSE
1933,Karuna Bannerjee Kali Bannerjee,Karuna Bannerjee,nm0052334,Kali Bannerjee,nm0052332,Aparajito,Aparajito,1,FALSE
1934,Karuna Bannerjee Kali Sarkar,Karuna Bannerjee,nm0052334,Kali Sarkar,nm0765269,The Goddess,The Goddess,1,FALSE
1935,Karuna Bannerjee Kanu Bannerjee,Karuna Bannerjee,nm0052334,Kanu Bannerjee,nm0052333,Aparajito,Aparajito,1,FALSE
1936,Karuna Bannerjee Kanu Bannerjee,Karuna Bannerjee,nm0052334,Kanu Bannerjee,nm0052333,Pather Panchali,Pather Panchali,1,FALSE
1939,Karuna Bannerjee Pahadi Sanyal,Karuna Bannerjee,nm0052334,Pahadi Sanyal,nm0764406,Kanchenjungha,Kanchenjungha,1,FALSE
1940,Karuna Bannerjee Panchanan Bhattacharya,Karuna Bannerjee,nm0052334,Panchanan Bhattacharya,nm1434574,Aparajito,Aparajito,1,FALSE
1941,Karuna Bannerjee Pinaki Sengupta,Karuna Bannerjee,nm0052334,Pinaki Sengupta,nm0348483,Aparajito,Aparajito,1,FALSE
1942,Karuna Bannerjee Ranibala,Karuna Bannerjee,nm0052334,Ranibala,nm0049302,Aparajito,Aparajito,1,FALSE
1943,Karuna Bannerjee Reba Devi,Karuna Bannerjee,nm0052334,Reba Devi,nm0222480,Pather Panchali,Pather Panchali,1,FALSE
1944,Karuna Bannerjee Sharmila Tagore,Karuna Bannerjee,nm0052334,Sharmila Tagore,nm0846616,The Goddess,The Goddess,1,FALSE
1945,Karuna Bannerjee Subodh Ganguli,Karuna Bannerjee,nm0052334,Subodh Ganguli,nm0304354,Aparajito,Aparajito,1,FALSE
1946,Karuna Bannerjee Subrata Sensharma,Karuna Bannerjee,nm0052334,Subrata Sensharma,nm0784478,Kanchenjungha,Kanchenjungha,1,FALSE
1947,Karuna Bannerjee Tarapada Nandy,Karuna Bannerjee,nm0052334,Tarapada Nandy,nm0620827,The Goddess,The Goddess,1,FALSE
1948,Karuna Bannerjee Tulsi Chakraborty,Karuna Bannerjee,nm0052334,Tulsi Chakraborty,nm0149831,Pather Panchali,Pather Panchali,1,FALSE
1949,Khagen Pathak Abani Mukherjee,Khagen Pathak,nm0665546,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1950,Khagen Pathak Ajit Banerjee,Khagen Pathak,nm0665546,Ajit Banerjee,nm0051830,The Middleman,The Middleman,1,FALSE
1951,Khagen Pathak Ajoy Banerjee,Khagen Pathak,nm0665546,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1952,Khagen Pathak Anil Chatterjee,Khagen Pathak,nm0665546,Anil Chatterjee,nm0154110,Teen Kanya,Teen Kanya,1,FALSE
1953,Khagen Pathak Aparna Sen,Khagen Pathak,nm0665546,Aparna Sen,nm0031967,Teen Kanya,Teen Kanya,1,FALSE
1954,Khagen Pathak Aparna Sen,Khagen Pathak,nm0665546,Aparna Sen,nm0031967,The Middleman,The Middleman,1,FALSE
1955,Khagen Pathak Ashok Mitra,Khagen Pathak,nm0665546,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1956,Khagen Pathak Belarani Devi,Khagen Pathak,nm0665546,Belarani Devi,nm0067570,Teen Kanya,Teen Kanya,1,FALSE
1957,Khagen Pathak Bimal Deb,Khagen Pathak,nm0665546,Bimal Deb,nm1045149,The Middleman,The Middleman,1,FALSE
1958,Khagen Pathak Binoy Dutta,Khagen Pathak,nm0665546,Binoy Dutta,nm4557729,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1959,Khagen Pathak Chinmoy Roy,Khagen Pathak,nm0665546,Chinmoy Roy,nm0746961,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1960,Khagen Pathak Devi Neogy,Khagen Pathak,nm0665546,Devi Neogy,nm0626099,Teen Kanya,Teen Kanya,1,FALSE
1961,Khagen Pathak Dilip Bose,Khagen Pathak,nm0665546,Dilip Bose,nm4435113,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1962,Khagen Pathak Dipankar Dey,Khagen Pathak,nm0665546,Dipankar Dey,nm0212541,The Middleman,The Middleman,1,FALSE
1963,Khagen Pathak Durgadas Bannerjee,Khagen Pathak,nm0665546,Durgadas Bannerjee,nm1274537,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1964,Khagen Pathak Gopal Dey,Khagen Pathak,nm0665546,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1965,Khagen Pathak Govinda Chakravarti,Khagen Pathak,nm0665546,Govinda Chakravarti,nm0149838,Teen Kanya,Teen Kanya,1,FALSE
1966,Khagen Pathak Govinda Chakravarti,Khagen Pathak,nm0665546,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1967,Khagen Pathak Haridhan Mukherjee,Khagen Pathak,nm0665546,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1968,Khagen Pathak Haridhan Nag,Khagen Pathak,nm0665546,Haridhan Nag,nm5570266,Teen Kanya,Teen Kanya,1,FALSE
1969,Khagen Pathak Harindranath Chattopadhyay,Khagen Pathak,nm0665546,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1970,Khagen Pathak Jahar Roy,Khagen Pathak,nm0665546,Jahar Roy,nm0712854,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1971,Khagen Pathak Kali Bannerjee,Khagen Pathak,nm0665546,Kali Bannerjee,nm0052332,Teen Kanya,Teen Kanya,1,FALSE
1972,Khagen Pathak Kalyan Chatterjee,Khagen Pathak,nm0665546,Kalyan Chatterjee,nm0159537,The Middleman,The Middleman,1,FALSE
1973,Khagen Pathak Kalyan Sen,Khagen Pathak,nm0665546,Kalyan Sen,nm4474657,The Middleman,The Middleman,1,FALSE
1974,Khagen Pathak Kamu Mukherjee,Khagen Pathak,nm0665546,Kamu Mukherjee,nm0611536,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1975,Khagen Pathak Kanika Majumdar,Khagen Pathak,nm0665546,Kanika Majumdar,nm0538293,Teen Kanya,Teen Kanya,1,FALSE
1976,Khagen Pathak Kartik Chatterjee,Khagen Pathak,nm0665546,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1977,Khagen Pathak Kartik Chatterjee,Khagen Pathak,nm0665546,Kartik Chatterjee,nm0154135,The Middleman,The Middleman,1,FALSE
1981,Khagen Pathak Lily Chakravarty,Khagen Pathak,nm0665546,Lily Chakravarty,nm0149846,The Middleman,The Middleman,1,FALSE
1982,Khagen Pathak Mani Srimani,Khagen Pathak,nm0665546,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1983,Khagen Pathak Mani Srimani,Khagen Pathak,nm0665546,Mani Srimani,nm0820248,The Middleman,The Middleman,1,FALSE
1984,Khagen Pathak Mihir Chakravarti,Khagen Pathak,nm0665546,Mihir Chakravarti,nm0149843,Teen Kanya,Teen Kanya,1,FALSE
1985,Khagen Pathak Nripati Chatterjee,Khagen Pathak,nm0665546,Nripati Chatterjee,nm0154142,Teen Kanya,Teen Kanya,1,FALSE
1986,Khagen Pathak Nripati Chatterjee,Khagen Pathak,nm0665546,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1987,Khagen Pathak Padmadevi,Khagen Pathak,nm0665546,Padmadevi,nm0222471,The Middleman,The Middleman,1,FALSE
1988,Khagen Pathak Pradip Mukherjee,Khagen Pathak,nm0665546,Pradip Mukherjee,nm0611544,The Middleman,The Middleman,1,FALSE
1989,Khagen Pathak Prasad Mukherjee,Khagen Pathak,nm0665546,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1990,Khagen Pathak Rabi Ghosh,Khagen Pathak,nm0665546,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1991,Khagen Pathak Rabi Ghosh,Khagen Pathak,nm0665546,Rabi Ghosh,nm0315917,The Middleman,The Middleman,1,FALSE
1992,Khagen Pathak Rajkumar Lahiri,Khagen Pathak,nm0665546,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1993,Khagen Pathak Ratan Banerjee,Khagen Pathak,nm0665546,Ratan Banerjee,nm0051844,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1994,Khagen Pathak Samaresh Banerjee,Khagen Pathak,nm0665546,Samaresh Banerjee,nm4462919,The Middleman,The Middleman,1,FALSE
1995,Khagen Pathak Samir Lahiri,Khagen Pathak,nm0665546,Samir Lahiri,nm5566545,The Middleman,The Middleman,1,FALSE
1996,Khagen Pathak Santi Chatterjee,Khagen Pathak,nm0665546,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
1997,Khagen Pathak Santosh Dutta,Khagen Pathak,nm0665546,Santosh Dutta,nm0244904,Teen Kanya,Teen Kanya,1,FALSE
1998,Khagen Pathak Satya Bannerjee (II),Khagen Pathak,nm0665546,Satya Bannerjee (II),nm0051810,The Middleman,The Middleman,1,FALSE
1999,Khagen Pathak Shailen Ganguli,Khagen Pathak,nm0665546,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2000,Khagen Pathak Soven Lahiri,Khagen Pathak,nm0665546,Soven Lahiri,nm0481574,The Middleman,The Middleman,1,FALSE
2001,Khagen Pathak Tapan Chatterjee,Khagen Pathak,nm0665546,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2002,Khagen Pathak Tarun Mitra,Khagen Pathak,nm0665546,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2003,Khagen Pathak Utpal Dutt,Khagen Pathak,nm0665546,Utpal Dutt,nm0244884,The Middleman,The Middleman,1,FALSE
2004,Khagen Pathak Uttamram Nagar,Khagen Pathak,nm0665546,Uttamram Nagar,nm1840054,The Middleman,The Middleman,1,FALSE
2005,Khairatilal Lahori Aparna Sen,Khairatilal Lahori,nm1839940,Aparna Sen,nm0031967,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
2006,Khairatilal Lahori Dibyendu Chatterjee,Khairatilal Lahori,nm1839940,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
2009,Khairatilal Lahori Pahadi Sanyal,Khairatilal Lahori,nm1839940,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
2010,Khairatilal Lahori Rabi Ghosh,Khairatilal Lahori,nm1839940,Rabi Ghosh,nm0315917,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
2011,Khairatilal Lahori Samar Nag,Khairatilal Lahori,nm1839940,Samar Nag,nm4554192,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
2012,Khairatilal Lahori Sharmila Tagore,Khairatilal Lahori,nm1839940,Sharmila Tagore,nm0846616,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
2013,Khairatilal Lahori Subhendu Chatterjee,Khairatilal Lahori,nm1839940,Subhendu Chatterjee,nm0154166,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
2014,Khairatilal Lahori Uttamram Nagar,Khairatilal Lahori,nm1839940,Uttamram Nagar,nm1840054,The Chess Players,The Chess Players,1,FALSE
2015,Khairatilal Lahori Victor Banerjee,Khairatilal Lahori,nm1839940,Victor Banerjee,nm0051856,The Chess Players,The Chess Players,1,FALSE
2016,Lily Chakravarty Ajit Banerjee,Lily Chakravarty,nm0149846,Ajit Banerjee,nm0051830,Branches of the Tree,Branches of the Tree,1,FALSE
2017,Lily Chakravarty Ajit Banerjee,Lily Chakravarty,nm0149846,Ajit Banerjee,nm0051830,The Middleman,The Middleman,1,FALSE
2018,Lily Chakravarty Aparna Sen,Lily Chakravarty,nm0149846,Aparna Sen,nm0031967,The Middleman,The Middleman,1,FALSE
2019,Lily Chakravarty Ashok Mukherjee,Lily Chakravarty,nm0149846,Ashok Mukherjee,nm0611513,Branches of the Tree,Branches of the Tree,1,FALSE
2020,Lily Chakravarty Bhishma Guhathakurta,Lily Chakravarty,nm0149846,Bhishma Guhathakurta,nm0346613,Branches of the Tree,Branches of the Tree,1,FALSE
2021,Lily Chakravarty Bimal Deb,Lily Chakravarty,nm0149846,Bimal Deb,nm1045149,The Middleman,The Middleman,1,FALSE
2022,Lily Chakravarty Dipankar Dey,Lily Chakravarty,nm0149846,Dipankar Dey,nm0212541,Branches of the Tree,Branches of the Tree,1,FALSE
2023,Lily Chakravarty Dipankar Dey,Lily Chakravarty,nm0149846,Dipankar Dey,nm0212541,The Middleman,The Middleman,1,FALSE
2024,Lily Chakravarty Haradhan Bannerjee,Lily Chakravarty,nm0149846,Haradhan Bannerjee,nm0052329,Branches of the Tree,Branches of the Tree,1,FALSE
2025,Lily Chakravarty Kalyan Chatterjee,Lily Chakravarty,nm0149846,Kalyan Chatterjee,nm0159537,The Middleman,The Middleman,1,FALSE
2026,Lily Chakravarty Kalyan Sen,Lily Chakravarty,nm0149846,Kalyan Sen,nm4474657,The Middleman,The Middleman,1,FALSE
2027,Lily Chakravarty Kamu Mukherjee,Lily Chakravarty,nm0149846,Kamu Mukherjee,nm0611536,Branches of the Tree,Branches of the Tree,1,FALSE
2028,Lily Chakravarty Kartik Chatterjee,Lily Chakravarty,nm0149846,Kartik Chatterjee,nm0154135,The Middleman,The Middleman,1,FALSE
2029,Lily Chakravarty Khagen Pathak,Lily Chakravarty,nm0149846,Khagen Pathak,nm0665546,The Middleman,The Middleman,1,FALSE
2032,Lily Chakravarty Mamata Shankar,Lily Chakravarty,nm0149846,Mamata Shankar,nm0788164,Branches of the Tree,Branches of the Tree,1,FALSE
2033,Lily Chakravarty Mani Srimani,Lily Chakravarty,nm0149846,Mani Srimani,nm0820248,The Middleman,The Middleman,1,FALSE
2034,Lily Chakravarty Padmadevi,Lily Chakravarty,nm0149846,Padmadevi,nm0222471,The Middleman,The Middleman,1,FALSE
2035,Lily Chakravarty Pradip Mukherjee,Lily Chakravarty,nm0149846,Pradip Mukherjee,nm0611544,Branches of the Tree,Branches of the Tree,1,FALSE
2036,Lily Chakravarty Pradip Mukherjee,Lily Chakravarty,nm0149846,Pradip Mukherjee,nm0611544,The Middleman,The Middleman,1,FALSE
2037,Lily Chakravarty Promode Ganguly,Lily Chakravarty,nm0149846,Promode Ganguly,nm0304365,Branches of the Tree,Branches of the Tree,1,FALSE
2038,Lily Chakravarty Rabi Ghosh,Lily Chakravarty,nm0149846,Rabi Ghosh,nm0315917,The Middleman,The Middleman,1,FALSE
2039,Lily Chakravarty Rajaram Yagnik,Lily Chakravarty,nm0149846,Rajaram Yagnik,nm0944929,Branches of the Tree,Branches of the Tree,1,FALSE
2040,Lily Chakravarty Samaresh Banerjee,Lily Chakravarty,nm0149846,Samaresh Banerjee,nm4462919,The Middleman,The Middleman,1,FALSE
2041,Lily Chakravarty Samir Lahiri,Lily Chakravarty,nm0149846,Samir Lahiri,nm5566545,The Middleman,The Middleman,1,FALSE
2042,Lily Chakravarty Satya Bannerjee (II),Lily Chakravarty,nm0149846,Satya Bannerjee (II),nm0051810,The Middleman,The Middleman,1,FALSE
2043,Lily Chakravarty Soven Lahiri,Lily Chakravarty,nm0149846,Soven Lahiri,nm0481574,Branches of the Tree,Branches of the Tree,1,FALSE
2044,Lily Chakravarty Soven Lahiri,Lily Chakravarty,nm0149846,Soven Lahiri,nm0481574,The Middleman,The Middleman,1,FALSE
2045,Lily Chakravarty Tarun Mitra,Lily Chakravarty,nm0149846,Tarun Mitra,nm0593973,Branches of the Tree,Branches of the Tree,1,FALSE
2046,Lily Chakravarty Utpal Dutt,Lily Chakravarty,nm0149846,Utpal Dutt,nm0244884,The Middleman,The Middleman,1,FALSE
2047,Lily Chakravarty Uttamram Nagar,Lily Chakravarty,nm0149846,Uttamram Nagar,nm1840054,The Middleman,The Middleman,1,FALSE
2048,Madhabi Mukherjee Ajit Gupta,Madhabi Mukherjee,nm0611538,Ajit Gupta,nm4820297,Charulata,Charulata,1,FALSE
2049,Madhabi Mukherjee Anil Chatterjee,Madhabi Mukherjee,nm0611538,Anil Chatterjee,nm0154110,The Big City,The Big City,1,FALSE
2050,Madhabi Mukherjee Ashok Mitra,Madhabi Mukherjee,nm0611538,Ashok Mitra,nm1371495,The Big City,The Big City,1,FALSE
2051,Madhabi Mukherjee Bankim Ghosh,Madhabi Mukherjee,nm0611538,Bankim Ghosh,nm0315878,Charulata,Charulata,1,FALSE
2052,Madhabi Mukherjee Bholanath Koyal,Madhabi Mukherjee,nm0611538,Bholanath Koyal,nm0468698,Charulata,Charulata,1,FALSE
2053,Madhabi Mukherjee Dilip Bose,Madhabi Mukherjee,nm0611538,Dilip Bose,nm0097870,Charulata,Charulata,1,FALSE
2054,Madhabi Mukherjee Gitali Roy,Madhabi Mukherjee,nm0611538,Gitali Roy,nm0747030,Charulata,Charulata,1,FALSE
2055,Madhabi Mukherjee Gitali Roy,Madhabi Mukherjee,nm0611538,Gitali Roy,nm0747030,The Big City,The Big City,1,FALSE
2056,Madhabi Mukherjee Haradhan Bannerjee,Madhabi Mukherjee,nm0611538,Haradhan Bannerjee,nm0052329,The Coward,The Coward,1,FALSE
2057,Madhabi Mukherjee Kamu Mukherjee,Madhabi Mukherjee,nm0611538,Kamu Mukherjee,nm0611536,Charulata,Charulata,1,FALSE
2061,Madhabi Mukherjee Nilotpal Dey,Madhabi Mukherjee,nm0611538,Nilotpal Dey,nm0223353,Charulata,Charulata,1,FALSE
2062,Madhabi Mukherjee Prabhat Sarkar,Madhabi Mukherjee,nm0611538,Prabhat Sarkar,nm4820275,Charulata,Charulata,1,FALSE
2063,Madhabi Mukherjee Samir Lahiri,Madhabi Mukherjee,nm0611538,Samir Lahiri,nm5566545,The Big City,The Big City,1,FALSE
2064,Madhabi Mukherjee Santi Chatterjee,Madhabi Mukherjee,nm0611538,Santi Chatterjee,nm0154155,The Coward,The Coward,1,FALSE
2065,Madhabi Mukherjee Sefalika Devi,Madhabi Mukherjee,nm0611538,Sefalika Devi,nm0222490,The Big City,The Big City,1,FALSE
2066,Madhabi Mukherjee Shailen Ganguli,Madhabi Mukherjee,nm0611538,Shailen Ganguli,nm0304352,The Big City,The Big City,1,FALSE
2067,Madhabi Mukherjee Shailen Mukherjee,Madhabi Mukherjee,nm0611538,Shailen Mukherjee,nm0611561,Charulata,Charulata,1,FALSE
2068,Madhabi Mukherjee Shailen Mukherjee,Madhabi Mukherjee,nm0611538,Shailen Mukherjee,nm0611561,The Big City,The Big City,1,FALSE
2069,Madhabi Mukherjee Shyamal Ghoshal,Madhabi Mukherjee,nm0611538,Shyamal Ghoshal,nm0315929,Charulata,Charulata,1,FALSE
2070,Madhabi Mukherjee Shyamal Ghoshal,Madhabi Mukherjee,nm0611538,Shyamal Ghoshal,nm0315929,The Big City,The Big City,1,FALSE
2071,Madhabi Mukherjee Subrata Sensharma,Madhabi Mukherjee,nm0611538,Subrata Sensharma,nm0784478,Charulata,Charulata,1,FALSE
2072,Madhabi Mukherjee Subrata Sensharma,Madhabi Mukherjee,nm0611538,Subrata Sensharma,nm0784478,The Big City,The Big City,1,FALSE
2073,Madhabi Mukherjee Tapan Chatterjee,Madhabi Mukherjee,nm0611538,Tapan Chatterjee,nm0154170,The Big City,The Big City,1,FALSE
2074,Mamata Shankar Ajit Banerjee,Mamata Shankar,nm0788164,Ajit Banerjee,nm0051830,Branches of the Tree,Branches of the Tree,1,FALSE
2075,Mamata Shankar Ajit Banerjee,Mamata Shankar,nm0788164,Ajit Banerjee,nm0051830,The Stranger,The Stranger,1,FALSE
2076,Mamata Shankar Arup Pal Chowdhury,Mamata Shankar,nm0788164,Arup Pal Chowdhury,nm5591378,An Enemy of the People,An Enemy of the People,1,FALSE
2077,Mamata Shankar Ashok Mukherjee,Mamata Shankar,nm0788164,Ashok Mukherjee,nm0611513,Branches of the Tree,Branches of the Tree,1,FALSE
2078,Mamata Shankar Bhishma Guhathakurta,Mamata Shankar,nm0788164,Bhishma Guhathakurta,nm0346613,An Enemy of the People,An Enemy of the People,1,FALSE
2079,Mamata Shankar Bhishma Guhathakurta,Mamata Shankar,nm0788164,Bhishma Guhathakurta,nm0346613,Branches of the Tree,Branches of the Tree,1,FALSE
2080,Mamata Shankar Dhritiman Chatterjee,Mamata Shankar,nm0788164,Dhritiman Chatterjee,nm0154122,An Enemy of the People,An Enemy of the People,1,FALSE
2081,Mamata Shankar Dhritiman Chatterjee,Mamata Shankar,nm0788164,Dhritiman Chatterjee,nm0154122,The Stranger,The Stranger,1,FALSE
2082,Mamata Shankar Dipankar Dey,Mamata Shankar,nm0788164,Dipankar Dey,nm0212541,An Enemy of the People,An Enemy of the People,1,FALSE
2083,Mamata Shankar Dipankar Dey,Mamata Shankar,nm0788164,Dipankar Dey,nm0212541,Branches of the Tree,Branches of the Tree,1,FALSE
2084,Mamata Shankar Dipankar Dey,Mamata Shankar,nm0788164,Dipankar Dey,nm0212541,The Stranger,The Stranger,1,FALSE
2085,Mamata Shankar Haradhan Bannerjee,Mamata Shankar,nm0788164,Haradhan Bannerjee,nm0052329,Branches of the Tree,Branches of the Tree,1,FALSE
2086,Mamata Shankar Kamu Mukherjee,Mamata Shankar,nm0788164,Kamu Mukherjee,nm0611536,Branches of the Tree,Branches of the Tree,1,FALSE
2087,Mamata Shankar Lily Chakravarty,Mamata Shankar,nm0788164,Lily Chakravarty,nm0149846,Branches of the Tree,Branches of the Tree,1,FALSE
2091,Mamata Shankar Manoj Mitra,Mamata Shankar,nm0788164,Manoj Mitra,nm0593953,An Enemy of the People,An Enemy of the People,1,FALSE
2092,Mamata Shankar Monu Mukherjee,Mamata Shankar,nm0788164,Monu Mukherjee,nm0611540,An Enemy of the People,An Enemy of the People,1,FALSE
2093,Mamata Shankar Pradip Mukherjee,Mamata Shankar,nm0788164,Pradip Mukherjee,nm0611544,Branches of the Tree,Branches of the Tree,1,FALSE
2094,Mamata Shankar Promode Ganguly,Mamata Shankar,nm0788164,Promode Ganguly,nm0304365,Branches of the Tree,Branches of the Tree,1,FALSE
2095,Mamata Shankar Promode Ganguly,Mamata Shankar,nm0788164,Promode Ganguly,nm0304365,The Stranger,The Stranger,1,FALSE
2096,Mamata Shankar Rajaram Yagnik,Mamata Shankar,nm0788164,Rajaram Yagnik,nm0944929,An Enemy of the People,An Enemy of the People,1,FALSE
2097,Mamata Shankar Rajaram Yagnik,Mamata Shankar,nm0788164,Rajaram Yagnik,nm0944929,Branches of the Tree,Branches of the Tree,1,FALSE
2098,Mamata Shankar Ruma Guha Thakurta,Mamata Shankar,nm0788164,Ruma Guha Thakurta,nm0346614,An Enemy of the People,An Enemy of the People,1,FALSE
2099,Mamata Shankar Satya Bannerjee (II),Mamata Shankar,nm0788164,Satya Bannerjee (II),nm0051810,An Enemy of the People,An Enemy of the People,1,FALSE
2100,Mamata Shankar Somenath Majumdar,Mamata Shankar,nm0788164,Somenath Majumdar,nm5010491,An Enemy of the People,An Enemy of the People,1,FALSE
2101,Mamata Shankar Soven Lahiri,Mamata Shankar,nm0788164,Soven Lahiri,nm0481574,Branches of the Tree,Branches of the Tree,1,FALSE
2102,Mamata Shankar Subhendu Chatterjee,Mamata Shankar,nm0788164,Subhendu Chatterjee,nm0154166,An Enemy of the People,An Enemy of the People,1,FALSE
2103,Mamata Shankar Subrata Chatterjee,Mamata Shankar,nm0788164,Subrata Chatterjee,nm0154167,The Stranger,The Stranger,1,FALSE
2104,Mamata Shankar Tarun Mitra,Mamata Shankar,nm0788164,Tarun Mitra,nm0593973,Branches of the Tree,Branches of the Tree,1,FALSE
2105,Mamata Shankar Tinu Ghosh,Mamata Shankar,nm0788164,Tinu Ghosh,nm4512599,An Enemy of the People,An Enemy of the People,1,FALSE
2106,Mamata Shankar Utpal Dutt,Mamata Shankar,nm0788164,Utpal Dutt,nm0244884,The Stranger,The Stranger,1,FALSE
2107,Mani Srimani Abani Mukherjee,Mani Srimani,nm0820248,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2108,Mani Srimani Ajit Banerjee,Mani Srimani,nm0820248,Ajit Banerjee,nm0051830,The Middleman,The Middleman,1,FALSE
2109,Mani Srimani Ajit Gupta,Mani Srimani,nm0820248,Ajit Gupta,nm4820297,The Holy Man,The Holy Man,1,FALSE
2110,Mani Srimani Ajoy Banerjee,Mani Srimani,nm0820248,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2111,Mani Srimani Aparna Sen,Mani Srimani,nm0820248,Aparna Sen,nm0031967,The Middleman,The Middleman,1,FALSE
2112,Mani Srimani Ashok Mitra,Mani Srimani,nm0820248,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2113,Mani Srimani Bharati Devi,Mani Srimani,nm0820248,Bharati Devi,nm0080249,Paras-Pathar,Paras-Pathar,1,FALSE
2114,Mani Srimani Bimal Deb,Mani Srimani,nm0820248,Bimal Deb,nm1045149,The Middleman,The Middleman,1,FALSE
2115,Mani Srimani Binoy Dutta,Mani Srimani,nm0820248,Binoy Dutta,nm4557729,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2116,Mani Srimani Bireswar Sen,Mani Srimani,nm0820248,Bireswar Sen,nm0784001,Paras-Pathar,Paras-Pathar,1,FALSE
2117,Mani Srimani Charuprakash Ghosh,Mani Srimani,nm0820248,Charuprakash Ghosh,nm0315882,The Holy Man,The Holy Man,1,FALSE
2118,Mani Srimani Charuprakash Ghosh,Mani Srimani,nm0820248,Charuprakash Ghosh,nm0315882,Aparajito,Aparajito,1,FALSE
2119,Mani Srimani Chhabi Biswas,Mani Srimani,nm0820248,Chhabi Biswas,nm0084435,Paras-Pathar,Paras-Pathar,1,FALSE
2120,Mani Srimani Chinmoy Roy,Mani Srimani,nm0820248,Chinmoy Roy,nm0746961,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2121,Mani Srimani Dilip Bose,Mani Srimani,nm0820248,Dilip Bose,nm0097870,The Holy Man,The Holy Man,1,FALSE
2122,Mani Srimani Dilip Bose,Mani Srimani,nm0820248,Dilip Bose,nm4435113,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
2123,Mani Srimani Dipankar Dey,Mani Srimani,nm0820248,Dipankar Dey,nm0212541,The Middleman,The Middleman,1,FALSE
2124,Mani Srimani Durgadas Bannerjee,Mani Srimani,nm0820248,Durgadas Bannerjee,nm1274537,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
