,source_target,year_x,source,sourceID,target,targetID,movie,year_y,connections_y
196,Ashok Mitra Harindranath Chattopadhyay,1969,Ashok Mitra,nm1371495,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,1969,1
197,Ashok Mitra Kalyan Sen,1970,Ashok Mitra,nm1371495,Kalyan Sen,nm4474657,The Adversary,1970,1
198,Ashok Mitra Kartik Chatterjee,1969,Ashok Mitra,nm1371495,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,1969,1
199,Ashok Mitra Khagen Pathak,1969,Ashok Mitra,nm1371495,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,1969,1
200,Ashok Mitra Madhabi Mukherjee,1963,Ashok Mitra,nm1371495,Madhabi Mukherjee,nm0611538,The Big City,1963,1
201,Ashok Mitra Mani Srimani,1969,Ashok Mitra,nm1371495,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,1969,1
202,Ashok Mitra Nripati Chatterjee,3936,Ashok Mitra,nm1371495,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,1969,1
203,Ashok Mitra Nripati Chatterjee,3936,Ashok Mitra,nm1371495,Nripati Chatterjee,nm0154142,The Zoo,1967,1
204,Ashok Mitra Prasad Mukherjee,3936,Ashok Mitra,nm1371495,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,1969,1
205,Ashok Mitra Prasad Mukherjee,3936,Ashok Mitra,nm1371495,Prasad Mukherjee,nm0611546,The Zoo,1967,1
206,Ashok Mitra Rabi Ghosh,1969,Ashok Mitra,nm1371495,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,1969,1
207,Ashok Mitra Rajkumar Lahiri,1969,Ashok Mitra,nm1371495,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,1969,1
208,Ashok Mitra Santi Chatterjee,1969,Ashok Mitra,nm1371495,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,1969,1
209,Ashok Mitra Santosh Dutta,1969,Ashok Mitra,nm1371495,Santosh Dutta,nm0244904,The Adventures of Goopy and Bagha,1969,1
210,Ashok Mitra Shailen Ganguli,5899,Ashok Mitra,nm1371495,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,1969,1
211,Ashok Mitra Shailen Ganguli,5899,Ashok Mitra,nm1371495,Shailen Ganguli,nm0304352,The Big City,1963,1
212,Ashok Mitra Shailen Ganguli,5899,Ashok Mitra,nm1371495,Shailen Ganguli,nm0304352,The Zoo,1967,1
213,Ashok Mitra Shailen Mukherjee,3930,Ashok Mitra,nm1371495,Shailen Mukherjee,nm0611561,The Big City,1963,1
214,Ashok Mitra Shailen Mukherjee,3930,Ashok Mitra,nm1371495,Shailen Mukherjee,nm0611561,The Zoo,1967,1
215,Ashok Mitra Sharmila Tagore,1966,Ashok Mitra,nm1371495,Sharmila Tagore,nm0846616,Nayak: The Hero,1966,1
216,Ashok Mitra Shyamal Ghoshal,3930,Ashok Mitra,nm1371495,Shyamal Ghoshal,nm0315929,The Big City,1963,1
217,Ashok Mitra Shyamal Ghoshal,3930,Ashok Mitra,nm1371495,Shyamal Ghoshal,nm0315929,The Zoo,1967,1
218,Ashok Mitra Soven Lahiri,1970,Ashok Mitra,nm1371495,Soven Lahiri,nm0481574,The Adversary,1970,1
219,Ashok Mitra Subhendu Chatterjee,1967,Ashok Mitra,nm1371495,Subhendu Chatterjee,nm0154166,The Zoo,1967,1
220,Ashok Mitra Subrata Sensharma,3929,Ashok Mitra,nm1371495,Subrata Sensharma,nm0784478,Nayak: The Hero,1966,1
221,Ashok Mitra Subrata Sensharma,3929,Ashok Mitra,nm1371495,Subrata Sensharma,nm0784478,The Big City,1963,1
222,Ashok Mitra Tapan Chatterjee,3932,Ashok Mitra,nm1371495,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,1969,1
223,Ashok Mitra Tapan Chatterjee,3932,Ashok Mitra,nm1371495,Tapan Chatterjee,nm0154170,The Big City,1963,1
224,Ashok Mitra Tarun Mitra,1969,Ashok Mitra,nm1371495,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,1969,1
225,Bimal Chatterjee Abani Mukherjee,1979,Bimal Chatterjee,nm0154115,Abani Mukherjee,nm0611505,Joi Baba Felunath: The Elephant God,1979,1
226,Bimal Chatterjee Ajit Banerjee,1975,Bimal Chatterjee,nm0154115,Ajit Banerjee,nm0051830,The Middleman,1975,1
227,Bimal Chatterjee Ajoy Banerjee,3954,Bimal Chatterjee,nm0154115,Ajoy Banerjee,nm0051831,The Golden Fortress,1974,1
228,Bimal Chatterjee Ajoy Banerjee,3954,Bimal Chatterjee,nm0154115,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,1980,1
229,Bimal Chatterjee Aparna Sen,1975,Bimal Chatterjee,nm0154115,Aparna Sen,nm0031967,The Middleman,1975,1
230,Bimal Chatterjee Bimal Chatterjee,7908,Bimal Chatterjee,nm0154115,Bimal Chatterjee,nm0154115,The Golden Fortress,1974,1
231,Bimal Chatterjee Bimal Chatterjee,7908,Bimal Chatterjee,nm0154115,Bimal Chatterjee,nm0154115,Joi Baba Felunath: The Elephant God,1979,1
232,Bimal Chatterjee Bimal Chatterjee,7908,Bimal Chatterjee,nm0154115,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,1980,1
233,Bimal Chatterjee Bimal Chatterjee,7908,Bimal Chatterjee,nm0154115,Bimal Chatterjee,nm0154115,The Middleman,1975,1
234,Bimal Chatterjee Dibyendu Chatterjee,1974,Bimal Chatterjee,nm0154115,Dibyendu Chatterjee,nm4814634,The Golden Fortress,1974,1
235,Bimal Chatterjee Dipankar Dey,1975,Bimal Chatterjee,nm0154115,Dipankar Dey,nm0212541,The Middleman,1975,1
236,Bimal Chatterjee Gopal Dey,1980,Bimal Chatterjee,nm0154115,Gopal Dey,nm0223342,Heerak Rajar Deshe,1980,1
237,Bimal Chatterjee Govinda Chakravarti,1980,Bimal Chatterjee,nm0154115,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,1980,1
238,Bimal Chatterjee Haradhan Bannerjee,3953,Bimal Chatterjee,nm0154115,Haradhan Bannerjee,nm0052329,The Golden Fortress,1974,1
239,Bimal Chatterjee Haradhan Bannerjee,3953,Bimal Chatterjee,nm0154115,Haradhan Bannerjee,nm0052329,Joi Baba Felunath: The Elephant God,1979,1
240,Bimal Chatterjee Haridhan Mukherjee,1980,Bimal Chatterjee,nm0154115,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,1980,1
241,Bimal Chatterjee Harindranath Chattopadhyay,1974,Bimal Chatterjee,nm0154115,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,1974,1
242,Bimal Chatterjee Kalyan Sen,1975,Bimal Chatterjee,nm0154115,Kalyan Sen,nm4474657,The Middleman,1975,1
243,Bimal Chatterjee Kamu Mukherjee,5933,Bimal Chatterjee,nm0154115,Kamu Mukherjee,nm0611536,The Golden Fortress,1974,1
244,Bimal Chatterjee Kamu Mukherjee,5933,Bimal Chatterjee,nm0154115,Kamu Mukherjee,nm0611536,Joi Baba Felunath: The Elephant God,1979,1
245,Bimal Chatterjee Kamu Mukherjee,5933,Bimal Chatterjee,nm0154115,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,1980,1
246,Bimal Chatterjee Kartik Chatterjee,3955,Bimal Chatterjee,nm0154115,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,1980,1
247,Bimal Chatterjee Kartik Chatterjee,3955,Bimal Chatterjee,nm0154115,Kartik Chatterjee,nm0154135,The Middleman,1975,1
248,Bimal Chatterjee Khagen Pathak,1975,Bimal Chatterjee,nm0154115,Khagen Pathak,nm0665546,The Middleman,1975,1
249,Bimal Chatterjee Mani Srimani,1975,Bimal Chatterjee,nm0154115,Mani Srimani,nm0820248,The Middleman,1975,1
250,Bimal Chatterjee Monu Mukherjee,1979,Bimal Chatterjee,nm0154115,Monu Mukherjee,nm0611540,Joi Baba Felunath: The Elephant God,1979,1
251,Bimal Chatterjee Noni Ganguly,1980,Bimal Chatterjee,nm0154115,Noni Ganguly,nm0304363,Heerak Rajar Deshe,1980,1
252,Bimal Chatterjee Padmadevi,1975,Bimal Chatterjee,nm0154115,Padmadevi,nm0222471,The Middleman,1975,1
253,Bimal Chatterjee Promode Ganguly,1980,Bimal Chatterjee,nm0154115,Promode Ganguly,nm0304365,Heerak Rajar Deshe,1980,1
254,Bimal Chatterjee Rabi Ghosh,3955,Bimal Chatterjee,nm0154115,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,1980,1
255,Bimal Chatterjee Rabi Ghosh,3955,Bimal Chatterjee,nm0154115,Rabi Ghosh,nm0315917,The Middleman,1975,1
256,Bimal Chatterjee Rajkumar Lahiri,3959,Bimal Chatterjee,nm0154115,Rajkumar Lahiri,nm1708115,Joi Baba Felunath: The Elephant God,1979,1
257,Bimal Chatterjee Rajkumar Lahiri,3959,Bimal Chatterjee,nm0154115,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,1980,1
258,Bimal Chatterjee Santi Chatterjee,1974,Bimal Chatterjee,nm0154115,Santi Chatterjee,nm0154155,The Golden Fortress,1974,1
259,Bimal Chatterjee Santosh Dutta,5933,Bimal Chatterjee,nm0154115,Santosh Dutta,nm0244904,The Golden Fortress,1974,1
260,Bimal Chatterjee Santosh Dutta,5933,Bimal Chatterjee,nm0154115,Santosh Dutta,nm0244904,Joi Baba Felunath: The Elephant God,1979,1
261,Bimal Chatterjee Santosh Dutta,5933,Bimal Chatterjee,nm0154115,Santosh Dutta,nm0244904,Heerak Rajar Deshe,1980,1
262,Bimal Chatterjee Satya Banerjee,3954,Bimal Chatterjee,nm0154115,Satya Banerjee,nm0051810,Joi Baba Felunath: The Elephant God,1979,1
263,Bimal Chatterjee Satya Banerjee,3954,Bimal Chatterjee,nm0154115,Satya Banerjee,nm0051810,The Middleman,1975,1
264,Bimal Chatterjee Shailen Ganguli,1980,Bimal Chatterjee,nm0154115,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,1980,1
265,Bimal Chatterjee Shailen Mukherjee,1974,Bimal Chatterjee,nm0154115,Shailen Mukherjee,nm0611561,The Golden Fortress,1974,1
266,Bimal Chatterjee Soven Lahiri,1975,Bimal Chatterjee,nm0154115,Soven Lahiri,nm0481574,The Middleman,1975,1
267,Bimal Chatterjee Sunil Sarkar,3954,Bimal Chatterjee,nm0154115,Sunil Sarkar,nm0765281,The Golden Fortress,1974,1
268,Bimal Chatterjee Sunil Sarkar,3954,Bimal Chatterjee,nm0154115,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,1980,1
269,Bimal Chatterjee Tapan Chatterjee,1980,Bimal Chatterjee,nm0154115,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,1980,1
270,Bimal Chatterjee Tarun Mitra,1980,Bimal Chatterjee,nm0154115,Tarun Mitra,nm0593973,Heerak Rajar Deshe,1980,1
271,Bimal Chatterjee Utpal Dutt,5934,Bimal Chatterjee,nm0154115,Utpal Dutt,nm0244884,Joi Baba Felunath: The Elephant God,1979,1
272,Bimal Chatterjee Utpal Dutt,5934,Bimal Chatterjee,nm0154115,Utpal Dutt,nm0244884,Heerak Rajar Deshe,1980,1
273,Bimal Chatterjee Utpal Dutt,5934,Bimal Chatterjee,nm0154115,Utpal Dutt,nm0244884,The Middleman,1975,1
274,Bimal Chatterjee Uttamram Nagar,3949,Bimal Chatterjee,nm0154115,Uttamram Nagar,nm1840054,The Golden Fortress,1974,1
275,Bimal Chatterjee Uttamram Nagar,3949,Bimal Chatterjee,nm0154115,Uttamram Nagar,nm1840054,The Middleman,1975,1
276,Bireswar Sen Abani Mukherjee,1962,Bireswar Sen,nm0784001,Abani Mukherjee,nm0611505,Abhijaan,1962,1
277,Bireswar Sen Ajit Banerjee,1962,Bireswar Sen,nm0784001,Ajit Banerjee,nm0051830,Abhijaan,1962,1
278,Bireswar Sen Ashok Mitra,1966,Bireswar Sen,nm0784001,Ashok Mitra,nm1371495,Nayak: The Hero,1966,1
279,Bireswar Sen Bireswar Sen,5886,Bireswar Sen,nm0784001,Bireswar Sen,nm0784001,Abhijaan,1962,1
280,Bireswar Sen Bireswar Sen,5886,Bireswar Sen,nm0784001,Bireswar Sen,nm0784001,Nayak: The Hero,1966,1
281,Bireswar Sen Bireswar Sen,5886,Bireswar Sen,nm0784001,Bireswar Sen,nm0784001,Paras-Pathar,1958,1
282,Bireswar Sen Charuprakash Ghosh,1962,Bireswar Sen,nm0784001,Charuprakash Ghosh,nm0315882,Abhijaan,1962,1
283,Bireswar Sen Chhabi Biswas,1958,Bireswar Sen,nm0784001,Chhabi Biswas,nm0084435,Paras-Pathar,1958,1
284,Bireswar Sen Gopal Dey,1966,Bireswar Sen,nm0784001,Gopal Dey,nm0223342,Nayak: The Hero,1966,1
285,Bireswar Sen Haridhan Mukherjee,1958,Bireswar Sen,nm0784001,Haridhan Mukherjee,nm0154128,Paras-Pathar,1958,1
286,Bireswar Sen Haridhan Nag,1962,Bireswar Sen,nm0784001,Haridhan Nag,nm5570266,Abhijaan,1962,1
287,Bireswar Sen Kali Bannerjee,1958,Bireswar Sen,nm0784001,Kali Bannerjee,nm0052332,Paras-Pathar,1958,1
288,Bireswar Sen Mani Srimani,1958,Bireswar Sen,nm0784001,Mani Srimani,nm0820248,Paras-Pathar,1958,1
289,Bireswar Sen Noni Ganguly,1962,Bireswar Sen,nm0784001,Noni Ganguly,nm0304363,Abhijaan,1962,1
290,Bireswar Sen Padmadevi,1958,Bireswar Sen,nm0784001,Padmadevi,nm0222471,Paras-Pathar,1958,1
291,Bireswar Sen Pahadi Sanyal,1958,Bireswar Sen,nm0784001,Pahadi Sanyal,nm0764406,Paras-Pathar,1958,1
292,Bireswar Sen Rabi Ghosh,1962,Bireswar Sen,nm0784001,Rabi Ghosh,nm0315917,Abhijaan,1962,1
293,Bireswar Sen Santi Chatterjee,1962,Bireswar Sen,nm0784001,Santi Chatterjee,nm0154155,Abhijaan,1962,1
294,Bireswar Sen Sharmila Tagore,1966,Bireswar Sen,nm0784001,Sharmila Tagore,nm0846616,Nayak: The Hero,1966,1
295,Bireswar Sen Subrata Sensharma,1966,Bireswar Sen,nm0784001,Subrata Sensharma,nm0784478,Nayak: The Hero,1966,1
296,Charuprakash Ghosh Abani Mukherjee,1962,Charuprakash Ghosh,nm0315882,Abani Mukherjee,nm0611505,Abhijaan,1962,1
297,Charuprakash Ghosh Ajit Banerjee,1962,Charuprakash Ghosh,nm0315882,Ajit Banerjee,nm0051830,Abhijaan,1962,1
298,Charuprakash Ghosh Bireswar Sen,1962,Charuprakash Ghosh,nm0315882,Bireswar Sen,nm0784001,Abhijaan,1962,1
299,Charuprakash Ghosh Charuprakash Ghosh,5883,Charuprakash Ghosh,nm0315882,Charuprakash Ghosh,nm0315882,Abhijaan,1962,1
300,Charuprakash Ghosh Charuprakash Ghosh,5883,Charuprakash Ghosh,nm0315882,Charuprakash Ghosh,nm0315882,The Holy Man,1965,1
301,Charuprakash Ghosh Charuprakash Ghosh,5883,Charuprakash Ghosh,nm0315882,Charuprakash Ghosh,nm0315882,Aparajito,1956,1
302,Charuprakash Ghosh Gitali Roy,1965,Charuprakash Ghosh,nm0315882,Gitali Roy,nm0747030,The Holy Man,1965,1
303,Charuprakash Ghosh Haridhan Mukherjee,1965,Charuprakash Ghosh,nm0315882,Haridhan Mukherjee,nm0154128,The Holy Man,1965,1
304,Charuprakash Ghosh Haridhan Nag,1962,Charuprakash Ghosh,nm0315882,Haridhan Nag,nm5570266,Abhijaan,1962,1
305,Charuprakash Ghosh Kali Bannerjee,1956,Charuprakash Ghosh,nm0315882,Kali Bannerjee,nm0052332,Aparajito,1956,1
306,Charuprakash Ghosh Karuna Bannerjee,1956,Charuprakash Ghosh,nm0315882,Karuna Bannerjee,nm0052334,Aparajito,1956,1
307,Charuprakash Ghosh Mani Srimani,1965,Charuprakash Ghosh,nm0315882,Mani Srimani,nm0820248,The Holy Man,1965,1
308,Charuprakash Ghosh Noni Ganguly,1962,Charuprakash Ghosh,nm0315882,Noni Ganguly,nm0304363,Abhijaan,1962,1
309,Charuprakash Ghosh Prasad Mukherjee,1965,Charuprakash Ghosh,nm0315882,Prasad Mukherjee,nm0611546,The Holy Man,1965,1
310,Charuprakash Ghosh Rabi Ghosh,3927,Charuprakash Ghosh,nm0315882,Rabi Ghosh,nm0315917,Abhijaan,1962,1
311,Charuprakash Ghosh Rabi Ghosh,3927,Charuprakash Ghosh,nm0315882,Rabi Ghosh,nm0315917,The Holy Man,1965,1
312,Charuprakash Ghosh Santi Chatterjee,3927,Charuprakash Ghosh,nm0315882,Santi Chatterjee,nm0154155,Abhijaan,1962,1
313,Charuprakash Ghosh Santi Chatterjee,3927,Charuprakash Ghosh,nm0315882,Santi Chatterjee,nm0154155,The Holy Man,1965,1
314,Charuprakash Ghosh Shailen Ganguli,1965,Charuprakash Ghosh,nm0315882,Shailen Ganguli,nm0304352,The Holy Man,1965,1
315,Chhabi Biswas Anil Chatterjee,3922,Chhabi Biswas,nm0084435,Anil Chatterjee,nm0154110,The Goddess,1960,1
316,Chhabi Biswas Anil Chatterjee,3922,Chhabi Biswas,nm0084435,Anil Chatterjee,nm0154110,Kanchenjungha,1962,1
317,Chhabi Biswas Bireswar Sen,1958,Chhabi Biswas,nm0084435,Bireswar Sen,nm0784001,Paras-Pathar,1958,1
318,Chhabi Biswas Chhabi Biswas,5880,Chhabi Biswas,nm0084435,Chhabi Biswas,nm0084435,The Goddess,1960,1
319,Chhabi Biswas Chhabi Biswas,5880,Chhabi Biswas,nm0084435,Chhabi Biswas,nm0084435,Paras-Pathar,1958,1
320,Chhabi Biswas Chhabi Biswas,5880,Chhabi Biswas,nm0084435,Chhabi Biswas,nm0084435,Kanchenjungha,1962,1
321,Chhabi Biswas Haridhan Mukherjee,1958,Chhabi Biswas,nm0084435,Haridhan Mukherjee,nm0154128,Paras-Pathar,1958,1
322,Chhabi Biswas Kali Bannerjee,1958,Chhabi Biswas,nm0084435,Kali Bannerjee,nm0052332,Paras-Pathar,1958,1
323,Chhabi Biswas Karuna Bannerjee,3922,Chhabi Biswas,nm0084435,Karuna Bannerjee,nm0052334,The Goddess,1960,1
324,Chhabi Biswas Karuna Bannerjee,3922,Chhabi Biswas,nm0084435,Karuna Bannerjee,nm0052334,Kanchenjungha,1962,1
325,Chhabi Biswas Mani Srimani,1958,Chhabi Biswas,nm0084435,Mani Srimani,nm0820248,Paras-Pathar,1958,1
326,Chhabi Biswas Padmadevi,3916,Chhabi Biswas,nm0084435,Padmadevi,nm0222471,Paras-Pathar,1958,1
327,Chhabi Biswas Padmadevi,3916,Chhabi Biswas,nm0084435,Padmadevi,nm0222471,The Music Room,1958,1
328,Chhabi Biswas Pahadi Sanyal,3920,Chhabi Biswas,nm0084435,Pahadi Sanyal,nm0764406,Paras-Pathar,1958,1
329,Chhabi Biswas Pahadi Sanyal,3920,Chhabi Biswas,nm0084435,Pahadi Sanyal,nm0764406,Kanchenjungha,1962,1
330,Chhabi Biswas Sharmila Tagore,1960,Chhabi Biswas,nm0084435,Sharmila Tagore,nm0846616,The Goddess,1960,1
331,Chhabi Biswas Subrata Sensharma,1962,Chhabi Biswas,nm0084435,Subrata Sensharma,nm0784478,Kanchenjungha,1962,1
332,Dhritiman Chatterjee Ajit Banerjee,1991,Dhritiman Chatterjee,nm0154122,Ajit Banerjee,nm0051830,The Stranger,1991,1
333,Dhritiman Chatterjee Dhritiman Chatterjee,5950,Dhritiman Chatterjee,nm0154122,Dhritiman Chatterjee,nm0154122,An Enemy of the People,1989,1
334,Dhritiman Chatterjee Dhritiman Chatterjee,5950,Dhritiman Chatterjee,nm0154122,Dhritiman Chatterjee,nm0154122,The Stranger,1991,1
335,Dhritiman Chatterjee Dhritiman Chatterjee,5950,Dhritiman Chatterjee,nm0154122,Dhritiman Chatterjee,nm0154122,The Adversary,1970,1
336,Dhritiman Chatterjee Dibyendu Chatterjee,1970,Dhritiman Chatterjee,nm0154122,Dibyendu Chatterjee,nm4814634,The Adversary,1970,1
337,Dhritiman Chatterjee Dipankar Dey,3980,Dhritiman Chatterjee,nm0154122,Dipankar Dey,nm0212541,An Enemy of the People,1989,1
338,Dhritiman Chatterjee Dipankar Dey,3980,Dhritiman Chatterjee,nm0154122,Dipankar Dey,nm0212541,The Stranger,1991,1
339,Dhritiman Chatterjee Kalyan Sen,1970,Dhritiman Chatterjee,nm0154122,Kalyan Sen,nm4474657,The Adversary,1970,1
340,Dhritiman Chatterjee Mamata Shankar,3980,Dhritiman Chatterjee,nm0154122,Mamata Shankar,nm0788164,An Enemy of the People,1989,1
341,Dhritiman Chatterjee Mamata Shankar,3980,Dhritiman Chatterjee,nm0154122,Mamata Shankar,nm0788164,The Stranger,1991,1
342,Dhritiman Chatterjee Monu Mukherjee,1989,Dhritiman Chatterjee,nm0154122,Monu Mukherjee,nm0611540,An Enemy of the People,1989,1
343,Dhritiman Chatterjee Promode Ganguly,1991,Dhritiman Chatterjee,nm0154122,Promode Ganguly,nm0304365,The Stranger,1991,1
344,Dhritiman Chatterjee Satya Banerjee,1989,Dhritiman Chatterjee,nm0154122,Satya Banerjee,nm0051810,An Enemy of the People,1989,1
345,Dhritiman Chatterjee Soven Lahiri,1970,Dhritiman Chatterjee,nm0154122,Soven Lahiri,nm0481574,The Adversary,1970,1
346,Dhritiman Chatterjee Subhendu Chatterjee,1989,Dhritiman Chatterjee,nm0154122,Subhendu Chatterjee,nm0154166,An Enemy of the People,1989,1
347,Dhritiman Chatterjee Utpal Dutt,1991,Dhritiman Chatterjee,nm0154122,Utpal Dutt,nm0244884,The Stranger,1991,1
348,Dibyendu Chatterjee Ajoy Banerjee,1974,Dibyendu Chatterjee,nm4814634,Ajoy Banerjee,nm0051831,The Golden Fortress,1974,1
349,Dibyendu Chatterjee Aparna Sen,1970,Dibyendu Chatterjee,nm4814634,Aparna Sen,nm0031967,Days and Nights in the Forest,1970,1
350,Dibyendu Chatterjee Bimal Chatterjee,1974,Dibyendu Chatterjee,nm4814634,Bimal Chatterjee,nm0154115,The Golden Fortress,1974,1
351,Dibyendu Chatterjee Dhritiman Chatterjee,1970,Dibyendu Chatterjee,nm4814634,Dhritiman Chatterjee,nm0154122,The Adversary,1970,1
352,Dibyendu Chatterjee Dibyendu Chatterjee,5914,Dibyendu Chatterjee,nm4814634,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,1970,1
353,Dibyendu Chatterjee Dibyendu Chatterjee,5914,Dibyendu Chatterjee,nm4814634,Dibyendu Chatterjee,nm4814634,The Golden Fortress,1974,1
354,Dibyendu Chatterjee Dibyendu Chatterjee,5914,Dibyendu Chatterjee,nm4814634,Dibyendu Chatterjee,nm4814634,The Adversary,1970,1
355,Dibyendu Chatterjee Haradhan Bannerjee,1974,Dibyendu Chatterjee,nm4814634,Haradhan Bannerjee,nm0052329,The Golden Fortress,1974,1
356,Dibyendu Chatterjee Harindranath Chattopadhyay,1974,Dibyendu Chatterjee,nm4814634,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,1974,1
357,Dibyendu Chatterjee Kalyan Sen,1970,Dibyendu Chatterjee,nm4814634,Kalyan Sen,nm4474657,The Adversary,1970,1
358,Dibyendu Chatterjee Kamu Mukherjee,1974,Dibyendu Chatterjee,nm4814634,Kamu Mukherjee,nm0611536,The Golden Fortress,1974,1
359,Dibyendu Chatterjee Pahadi Sanyal,1970,Dibyendu Chatterjee,nm4814634,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,1970,1
360,Dibyendu Chatterjee Rabi Ghosh,1970,Dibyendu Chatterjee,nm4814634,Rabi Ghosh,nm0315917,Days and Nights in the Forest,1970,1
361,Dibyendu Chatterjee Santi Chatterjee,1974,Dibyendu Chatterjee,nm4814634,Santi Chatterjee,nm0154155,The Golden Fortress,1974,1
362,Dibyendu Chatterjee Santosh Dutta,1974,Dibyendu Chatterjee,nm4814634,Santosh Dutta,nm0244904,The Golden Fortress,1974,1
363,Dibyendu Chatterjee Shailen Mukherjee,1974,Dibyendu Chatterjee,nm4814634,Shailen Mukherjee,nm0611561,The Golden Fortress,1974,1
364,Dibyendu Chatterjee Sharmila Tagore,1970,Dibyendu Chatterjee,nm4814634,Sharmila Tagore,nm0846616,Days and Nights in the Forest,1970,1
365,Dibyendu Chatterjee Soven Lahiri,1970,Dibyendu Chatterjee,nm4814634,Soven Lahiri,nm0481574,The Adversary,1970,1
366,Dibyendu Chatterjee Subhendu Chatterjee,1970,Dibyendu Chatterjee,nm4814634,Subhendu Chatterjee,nm0154166,Days and Nights in the Forest,1970,1
367,Dibyendu Chatterjee Sunil Sarkar,1974,Dibyendu Chatterjee,nm4814634,Sunil Sarkar,nm0765281,The Golden Fortress,1974,1
368,Dibyendu Chatterjee Uttamram Nagar,1974,Dibyendu Chatterjee,nm4814634,Uttamram Nagar,nm1840054,The Golden Fortress,1974,1
369,Dipankar Dey Ajit Banerjee,5956,Dipankar Dey,nm0212541,Ajit Banerjee,nm0051830,Branches of the Tree,1990,1
370,Dipankar Dey Ajit Banerjee,5956,Dipankar Dey,nm0212541,Ajit Banerjee,nm0051830,The Middleman,1975,1
371,Dipankar Dey Ajit Banerjee,5956,Dipankar Dey,nm0212541,Ajit Banerjee,nm0051830,The Stranger,1991,1
372,Dipankar Dey Ajoy Banerjee,1971,Dipankar Dey,nm0212541,Ajoy Banerjee,nm0051831,Company Limited,1971,1
373,Dipankar Dey Aparna Sen,1975,Dipankar Dey,nm0212541,Aparna Sen,nm0031967,The Middleman,1975,1
374,Dipankar Dey Bimal Chatterjee,1975,Dipankar Dey,nm0212541,Bimal Chatterjee,nm0154115,The Middleman,1975,1
375,Dipankar Dey Dhritiman Chatterjee,3980,Dipankar Dey,nm0212541,Dhritiman Chatterjee,nm0154122,An Enemy of the People,1989,1
376,Dipankar Dey Dhritiman Chatterjee,3980,Dipankar Dey,nm0212541,Dhritiman Chatterjee,nm0154122,The Stranger,1991,1
377,Dipankar Dey Dipankar Dey,9916,Dipankar Dey,nm0212541,Dipankar Dey,nm0212541,Branches of the Tree,1990,1
378,Dipankar Dey Dipankar Dey,9916,Dipankar Dey,nm0212541,Dipankar Dey,nm0212541,An Enemy of the People,1989,1
379,Dipankar Dey Dipankar Dey,9916,Dipankar Dey,nm0212541,Dipankar Dey,nm0212541,The Middleman,1975,1
380,Dipankar Dey Dipankar Dey,9916,Dipankar Dey,nm0212541,Dipankar Dey,nm0212541,The Stranger,1991,1
381,Dipankar Dey Dipankar Dey,9916,Dipankar Dey,nm0212541,Dipankar Dey,nm0212541,Company Limited,1971,1
382,Dipankar Dey Haradhan Bannerjee,1990,Dipankar Dey,nm0212541,Haradhan Bannerjee,nm0052329,Branches of the Tree,1990,1
383,Dipankar Dey Harindranath Chattopadhyay,1971,Dipankar Dey,nm0212541,Harindranath Chattopadhyay,nm0154129,Company Limited,1971,1
384,Dipankar Dey Kalyan Sen,3946,Dipankar Dey,nm0212541,Kalyan Sen,nm4474657,The Middleman,1975,1
385,Dipankar Dey Kalyan Sen,3946,Dipankar Dey,nm0212541,Kalyan Sen,nm4474657,Company Limited,1971,1
386,Dipankar Dey Kamu Mukherjee,1990,Dipankar Dey,nm0212541,Kamu Mukherjee,nm0611536,Branches of the Tree,1990,1
387,Dipankar Dey Kartik Chatterjee,1975,Dipankar Dey,nm0212541,Kartik Chatterjee,nm0154135,The Middleman,1975,1
388,Dipankar Dey Khagen Pathak,1975,Dipankar Dey,nm0212541,Khagen Pathak,nm0665546,The Middleman,1975,1
389,Dipankar Dey Mamata Shankar,5970,Dipankar Dey,nm0212541,Mamata Shankar,nm0788164,Branches of the Tree,1990,1
